Name,Team,IP,Stf+ FA,Stf+ SI,Stf+ FC,Stf+ FS,Stf+ SL,Stf+ CU,Stf+ CH,Stf+ KC,Stf+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Tyler Glasnow","TBR",120,109.93018315018314,101.52285714285713,,,101.18042488619119,131.6287623762376,89.576,,,111.34654664484455,100.23027823240588,114.42809601745778,"Tyler Glasnow",14374,607192
"Devin Williams","MIL",58.2,107.56210810810816,,94.30965517241378,,,,114.37672131147542,,,111.08318133616119,101.73760339342532,114.40827147401912,"Devin Williams",15816,642207
"Justin Topa","SEA",69,,119.42072961373391,94.8182474226804,,117.918785942492,,96.11098591549296,,,112.84439922480624,106.45137596899227,114.36503875969001,"Justin Topa",15145,623437
"Evan Phillips","LAD",61.1,103.44192090395481,107.50399999999998,96.53936073059361,,122.45418269230768,,,,,110.53224215246638,104.96437219730943,114.27717488789241,"Evan Phillips",17734,623465
"Julian Merryweather","CHC",72,102.91190283400809,,,,134.17942791762013,,137.74571428571434,,,119.07526011560707,99.08797687861275,114.08087530966148,"Julian Merryweather",16703,657240
"Trent Thornton","- - -",31.1,94.86220779220781,96.57037037037036,,,110.78345091876466,103.60333333333331,,,,104.65261144099372,112.20424081905821,114.0157618279136,"Trent Thornton",17948,663423
"Brock Stewart","MIN",27.2,116.50163742690061,117.17148936170214,102.94494382022472,,146.75680851063828,,99.8291891891892,,,118.90101149425286,97.59360919540235,114.01439080459767,"Brock Stewart",16727,592779
"Yoendrys Gómez","NYY",2,104.42,,,,143.21,89.72,100.26,,,102.576,115.65266666666668,113.86866666666668,"Yoendrys Gomez",22872,672782
"Chris Martin","BOS",51.1,101.60510288065841,110.04859813084114,107.39672131147542,123.92236842105262,128.09511111111112,,,,,108.69144067796616,110.74259887005645,113.77341807909615,"Chris Martin",11847,455119
"Gerrit Cole","NYY",209,105.4392524439333,,106.96617391304345,,122.21168374816985,,85.87656652360513,119.12313131313134,,109.2954659333944,105.85313779407274,113.75021692636727,"Gerrit Cole",13125,543037
"Alek Jacob","SDP",3,128.77777777777777,93.75714285714285,,,113.75777777777779,,125.36333333333334,,,112.15787234042553,111.09744680851065,113.72851063829789,"Alek Jacob",29628,689690
"James McArthur","KCR",23.1,72.23,94.55882352941174,113.26,,90.93590361445783,118.11045454545454,,,,102.61739346207789,110.10362341725597,113.63926970645065,"James McArthur",21527,663704
"Hunter Greene","CIN",112,105.6569014084507,,,,124.59345195729536,,77.99072727272728,,,111.54981927710845,103.96867469879517,113.55845381526106,"Hunter Greene",22182,668881
"Matt Brash","SEA",70.2,99.74801822323457,131.34666666666666,121.65961538461539,,130.4024279210925,,101.56,127.76857142857143,,125.03739068100356,90.38308243727597,113.46431541218645,"Matt Brash",25756,666374
"Robert Suarez","SDP",27.2,114.80944785276075,116.00929292929288,127.49333333333334,,117.64444444444443,,99.28239436619722,,,110.45348837209306,103.64697674418603,113.41136950904392,"Robert Suarez",30115,663158
"Josh Hader","SDP",56.1,,106.92717808219176,,,120.17729257641922,,100.25176470588237,,,109.66103734439835,101.94302904564319,113.3189419087137,"Josh Hader",14212,623352
"John McMillon","KCR",4,91.40095238095239,103.48,,,121.61125000000001,,,,,109.4170909090909,99.4629090909091,113.31163636363637,"John McMillon",27942,669111
"Hunter Harvey","WSN",60.2,106.88716521739133,,,113.66636363636366,125.17358778625952,102.81057142857142,,,,110.40868004223863,105.31360084477299,113.30570221752897,"Hunter Harvey",15507,640451
"Shane McClanahan","TBR",115,100.94841415465271,,,,109.52731182795698,105.08375404530747,119.35731914893617,,,107.7079008264463,104.97819283746558,113.28320661157022,"Shane McClanahan",21483,663556
"Tarik Skubal","DET",80.1,97.84534246575343,106.15202702702703,,,109.52000000000002,,126.5095622895623,97.25590361445784,,108.17450495049503,106.12661716171617,113.28037953795378,"Tarik Skubal",22267,669373
"Andrew Kittredge","TBR",11.2,96.58,106.38819277108435,,,108.67079365079367,,,,,105.84748538011695,112.88619883040936,113.17076023391812,"Andrew Kittredge",12828,552640
"Bobby Miller","LAD",124.1,109.03185185185184,112.74340425531913,,,118.68711956521739,108.28016574585635,108.96885350318469,,,111.45313876088075,103.14391193036359,113.0803891449053,"Bobby Miller",27483,676272
"Jordan Hicks","- - -",65.2,108.52856140350877,120.53389182209834,,118.30666666666667,116.14885790598292,,,,,118.33885564634245,96.22712803910358,113.00841346454801,"Jordan Hicks",19618,663855
"Clay Holmes","NYY",63,,109.33692524682648,,,144.59916363636358,,,,,118.2698821218075,94.73923379174846,112.82092337917484,"Clay Holmes",13649,605280
"Jeremiah Estrada","CHC",10.2,108.8489447236181,,,,107.71548387096774,166.6,93.71333333333332,,,108.56118143459915,105.68818565400845,112.81308016877634,"Jeremiah Estrada",22210,669093
"Grayson Rodriguez","BAL",122,107.22765100671141,,89.72880733944955,,129.42161725067382,99.33282352941177,111.81898089171979,,,109.67452081316554,104.3999806389158,112.59283639883836,"Grayson Rodriguez",24492,680570
"Pablo López","MIN",194,101.83372962607862,109.30781249999998,,,100.55188854489164,101.7410610079576,88.56661442006268,,,99.53008655126506,114.2440812250334,112.5318175765646,"Pablo Lopez",17085,641154
"Phil Maton","HOU",66,,72.73162790697674,93.04083832335331,,100.73514403292187,115.8252028639618,,,,103.23728419010665,105.4698933074685,112.45978661493704,"Phil Maton",18064,664208
"Yimi García","TOR",66,110.68016483516486,112.82206896551726,,,103.17230769230768,113.45431754874647,96.36674999999998,,,109.90483011937556,102.62519742883376,112.44380165289263,"Yimi Garcia",12095,554340
"Brandon Woodruff","MIL",67,116.06593457943927,99.2128384279476,,,99.05696969696969,94.29634146341462,101.84858536585365,,,106.25105566218812,107.90395393474087,112.40773512476012,"Brandon Woodruff",16162,605540
"Miguel Castro","ARI",64.2,,99.93913669064743,,,117.2790821256039,,88.04723684210525,,,105.08103375527425,107.57149789029535,112.33219409282702,"Miguel Castro",15684,612434
"Abner Uribe","MIL",30.2,113.85999999999999,122.33936708860762,,,128.19029940119762,,,,,123.65274131274134,89.34359073359074,112.1149034749035,"Abner Uribe",25327,682842
"Luis F. Ortiz","PHI",19,78.36571428571428,99.04065934065933,,,117.46609756097558,103.29391304347828,91.84235294117649,,,107.4530035335689,109.43349823321559,112.11462897526503,"Luis F. Ortiz",16942,656814
"George Kirby","SEA",190.2,99.19294964028774,104.58062397372741,,121.91614035087721,102.90989208633093,,91.85333333333334,103.06691358024689,,102.75870944741537,112.81316221033872,112.00281639928697,"George Kirby",25436,669923
"Alex Vesia","LAD",49.2,110.95177280550774,,,,108.27376923076922,,95.15999999999998,,,109.92128637137128,103.61528246255457,111.94947200085366,"Alex Vesia",25007,681911
"Luis Castillo","SEA",197,110.23932536893884,110.21930313588851,,,112.47014084507039,,101.73363999999998,,,109.40497946287522,102.95330173775672,111.89551342812005,"Luis Castillo",15689,622491
"Carlos Hernández","KCR",70,109.3215606936416,122.15333333333332,,102.16172661870509,130.31769491525424,,,111.84136015325669,,113.59117469501768,99.17156940485694,111.76846280355711,"Carlos Hernandez",22713,672578
"Jordan Romano","TOR",59,111.2252278177458,121.03999999999999,,,111.16064516129035,,,,,111.23403740374036,97.72231023102313,111.62477447744777,"Jordan Romano",16122,605447
"Andrés Machado","WSN",50,109.94938596491228,107.27506493506489,,,99.4611764705883,,82.70490566037736,,,100.23338562091504,109.25837908496732,111.46467973856201,"Andres Machado",14681,600921
"Caleb Thielbar","MIN",30.2,101.61235059760955,,,,115.30765027322406,123.71494949494951,,,,110.41397489539747,104.29100418410044,111.37104602510465,"Caleb Thielbar",10078,573204
"Dustin May","LAD",48,113.36747474747476,104.2850406504065,99.93009174311926,,,126.20281879194631,97.20727272727274,,,110.33179415855356,102.62183588317107,111.35421418636993,"Dustin May",19716,669160
"Tommy Milone","SEA",9,91.37967213114754,,,,103.35548387096775,,88.62676056338029,,,92.51703703703704,116.0741975308642,111.31074074074071,"Tommy Milone",7608,543548
"Colin Holderman","PIT",56,,104.09763440860215,110.03215469613262,,130.9054074074074,,,,,113.64472160356348,99.9193986636971,111.13797327394204,"Colin Holderman",22361,670059
"Matt Bowman","NYY",4,,100.66095238095238,91.03000000000002,85.36,109.58428571428571,,,,,102.0944578313253,105.9168674698795,111.0424096385542,"Matt Bowman",13528,621199
"Joe Kelly","- - -",39.1,115.32902654867257,114.86568807339448,,,112.64445652173914,,106.04447368421054,121.83768595041323,,114.70784786960252,97.3944346062859,110.85495318064834,"Joe Kelly",9761,523260
"Ryan Thompson","- - -",30.2,107.43749999999999,119.01056179775283,,,118.65276315789473,,,,,118.27395015768259,95.04390983916015,110.81644451119924,"Ryan Thompson",16647,657044
"Ryne Stanek","HOU",50.2,104.13236036036037,,,127.00496815286621,130.3445033112583,,,,,113.06455075845975,96.79967327887984,110.49360560093348,"Ryne Stanek",15947,592773
"Thyago Vieira","MIL",3,114.02666666666669,114.365,,,108.72,,,,,111.04388888888889,103.68888888888888,110.40333333333334,"Thyago Vieira",14510,600986
"Trevor Richards","TOR",72.2,93.28115843270866,,,,,,124.72007843137253,,,111.09943341160687,100.32655730739124,110.40218808006256,"Trevor Richards",19309,670950
"Matt Strahm","PHI",87.2,117.61027552674229,114.561484375,101.67927536231885,,119.19142857142859,,84.884,,,115.70161016511669,97.29095401652201,110.3694574482157,"Matt Strahm",13799,621381
"Jesús Luzardo","MIA",178.2,97.28610095098759,97.6198347107438,105.82181818181817,,129.40702201622247,,100.27338658146967,,,107.24640939597316,103.43361744966442,110.36008053691278,"Jesus Luzardo",19959,666200
"Tim Mayza","TOR",53.1,,108.1399353796446,,,104.25659574468082,,,,,106.9369093231162,102.99864623243927,110.29977011494255,"Tim Mayza",15042,641835
"Josh Sborz","TEX",52.1,101.87471571906354,,,,112.78984227129341,124.03199999999998,,,,111.51304773561813,97.12151774785795,110.16516523867806,"Josh Sborz",18323,622250
"Corbin Burnes","MIL",193.2,,80.89830508474576,106.90962485345838,,126.38013513513518,117.11443181818181,95.64791907514453,,,107.16948575171963,101.89427448411396,110.05259744513592,"Corbin Burnes",19361,669203
"Kyle Bradish","BAL",168.2,94.86385135135134,96.57402930402928,,,110.84220606060609,108.78669584245081,81.58454545454545,,,101.60557377049176,106.23965688143349,109.94799085017152,"Kyle Bradish",24586,680694
"Ty Adcock","SEA",15.2,98.54373626373628,,,,108.62,,,,,104.1903381642512,106.12086956521736,109.8617391304348,"Ty Adcock",25651,686654
"Justin Lawrence","COL",75,,95.13048252911814,,,130.75534965034967,,,,,112.58728213977562,99.8498533218292,109.75225194132874,"Justin Lawrence",17639,664875
"Cole Sulser","ARI",5.1,86.14,,,,117.1094117647059,,95.92121212121211,,,96.2502380952381,107.7554761904762,109.70214285714287,"Cole Sulser",15256,642121
"Ryan Walker","SFG",61.1,,102.93528971962618,,,128.15645756457565,87.03999999999999,,,,115.6128920012498,99.23694560224968,109.64801959068899,"Ryan Walker",20423,676254
"Brenan Hanifee","DET",5,,102.43958333333335,92.70857142857143,,120.92529411764706,,88.85764705882353,,,102.49977528089885,112.65775280898877,109.64202247191011,"Brenan Hanifee",22304,669724
"Cole Ragans","- - -",96,104.80201257861638,,104.97160697153821,,131.43660606060607,,106.84367021276594,106.51624365482236,,108.25936595599235,100.61134749382335,109.63561574606705,"Cole Ragans",21846,666142
"Liam Hendriks","CHW",5,100.26235294117647,,,,105.0564705882353,84.91,,,,101.78298850574711,105.70574712643678,109.54413793103447,"Liam Hendriks",3548,521230
"Bryce Miller","SEA",131.1,103.39098775510205,98.45349999999999,,,103.88241197183099,94.33333333333333,96.82769230769233,,,103.14379856115112,107.64329976019184,109.53574100719425,"Bryce Miller",29837,682243
"Tyler Duffey","CHC",2,85.44,88.52,,,100.42,,90.4,103.96,,92.8767741935484,105.84645161290322,109.43870967741934,"Tyler Duffey",13758,608648
"Zack Burdi","TBR",4,98.58416666666666,,,,93.27560000000001,,79.9,,,94.796,109.2970666666667,109.43706666666668,"Zack Burdi",19159,641420
"Freddy Peralta","MIL",165.2,103.19889883000688,,,,108.78161550888531,106.5425,88.12626506024095,,,102.61805996472664,108.49688888888895,109.41379894179896,"Freddy Peralta",18679,642547
"Jimmy Herget","LAA",29,86.64071428571428,85.9834693877551,,,87.29822784810126,131.24994871794868,77.39466666666667,,,103.4282333811573,108.65356767097084,109.41309086561458,"Jimmy Herget",17556,623474
"Rafael Montero","HOU",67.1,98.85258536585363,118.10415300546451,,,104.23318181818182,,84.69218637992832,,,99.28989591673337,109.16994395516404,109.36243394715774,"Rafael Montero",12760,606160
"John Means","BAL",23.2,94.68887323943662,,,,98.86392156862746,129.68,105.73309734513275,118.51312499999999,,101.35050147492628,109.42188790560469,109.17699115044246,"John Means",16269,607644
"Cole Waites","SFG",2.1,109.276,,,,96.654,,,,,105.49093749999999,100.11625,109.0509375,"Cole Waites",25665,686972
"Shawn Armstrong","TBR",52,128.03766168674696,104.96355417956659,101.22564317180615,,119.0613559322034,,,,,111.67877638497069,101.69000794313044,108.88164597605504,"Shawn Armstrong",12857,542888
"Jackson Stephens","ATL",12,78.808,94.07607843137255,100.1621052631579,,103.36555555555555,112.83727272727273,92.21647058823528,,,97.25777777777778,114.31875555555557,108.85662222222221,"Jackson Stephens",14420,623451
"Julio Urías","LAD",117.1,94.43493397358944,,135.3781286549708,,,121.6485045045045,96.85413793103449,,,106.80026086956521,104.36066304347825,108.8081739130435,"Julio Urias",14765,628711
"Aaron Nola","PHI",193.2,106.9311208791209,107.44186206896555,96.26347826086959,,,,79.2063076923077,114.80356192425793,,105.24101010101012,105.82507657217334,108.63307266210491,"Aaron Nola",16149,605400
"Ben Joyce","LAA",10,120.73506329113924,,,,130.4325581395349,,,,,122.63910447761195,90.48805970149252,108.58358208955224,"Ben Joyce",31461,690829
"Zach Eflin","TBR",177.2,113.27931034482758,102.3836386138614,96.31506849315069,,134.01461538461538,114.26454135338344,83.14456692913387,,,104.93222935044102,107.4223255813953,108.5774017642342,"Zach Eflin",13774,621107
"John Brebbia","SFG",38.1,108.59091349686535,,,,94.9283940068742,,101.08000000000001,,,101.14654141084847,110.05829423163996,108.57165052974734,"John Brebbia",12777,605154
"Brett Wisely","SFG",1,,,,,,,,,,72.36727272727272,131.7072727272727,108.50363636363636,"Brett Wisely",27735,689172
"Joe Boyle","OAK",16,108.945,,,,132.56129870129868,101.04260869565218,,,,115.76458333333333,95.93433333333334,108.45949999999999,"Joe Boyle",29608,671212
"Trevor Rogers","MIA",18,95.312676056338,87.48935483870967,,,113.06285714285715,,97.80142857142857,,,96.73545454545454,113.21400000000001,108.44963636363637,"Trevor Rogers",22286,669432
"Tyler Kinley","COL",16.1,66.38903846153845,68.16,,,102.97497267759562,,95.52799999999999,,,89.23277027027027,113.53587837837838,108.41513513513512,"Tyler Kinley",18297,641755
"Reed Garrett","- - -",19.2,102.26036036036035,117.72680851063829,,113.72879999999999,111.50435897435898,96.96888888888888,,,,108.22129846093904,99.05950789012276,108.3858392752776,"Reed Garrett",16866,657585
"Emilio Pagán","MIN",69.1,111.20191780821918,,101.67253918495298,92.05633587786262,,97.31037037037038,,,,105.6049579739375,104.54474490947473,108.20156717940569,"Emilio Pagan",14771,641941
"Garrett Acton","OAK",5.2,114.66094117647059,,,,108.7192857142857,,93.38363636363637,,,111.43177419354839,95.5640322580645,108.17951612903225,"Garrett Acton",27583,670183
"Eury Pérez","MIA",91.1,111.45216642754662,,,,113.20215644820297,116.52093457943927,87.1068,,,110.31578053559768,96.91811887655125,108.1707250163292,"Eury Perez",27768,691587
"Justin Steele","CHC",173.1,101.69356478611283,93.9673913043478,,,123.7835400225479,133.28470588235294,89.92615384615387,,,109.20960000000001,101.41649708737862,108.112932038835,"Justin Steele",17312,657006
"Garrett Cleavinger","TBR",12,95.99066666666667,123.41185185185185,,,120.5968,,,,,114.39588516746414,97.76382775119612,107.99129186602869,"Garrett Cleavinger",17897,664076
"Kevin Kelly","TBR",67,137.65714285714287,98.18129817444218,92.84749999999997,,130.85799533799536,,,,,111.68090821256044,102.65619323671498,107.95426086956525,"Kevin Kelly",25679,687330
"Taylor Clarke","KCR",59,86.89400000000002,,,,112.39838839478556,,95.57512195121947,,,100.7361548570913,106.33691022318109,107.94928304677694,"Taylor Clarke",17611,664199
"Huascar Brazobán","MIA",58.2,101.50757062146893,105.12396313364054,110.50644578313258,,,,117.49230769230768,,,116.11233057851241,91.2000165289256,107.93385123966948,"Huascar Brazoban",6107,623211
"Keegan Akin","BAL",23.2,103.74870848708488,,,,104.44336283185841,83.92,93.1620895522388,,,102.27985006081448,108.859472172126,107.91057920563682,"Keegan Akin",19362,669211
"Yency Almonte","LAD",48,83.80895999999998,110.00999999999999,99.75333333333333,,122.92939393939398,,94.48470588235294,,,111.09907810499364,98.0075800256082,107.90578745198465,"Yency Almonte",15068,622075
"José De León","MIN",17.1,120.9108108108108,,96.44000000000001,,119.63897435897437,,98.1964705882353,,,112.78048062695241,98.98619225078095,107.86714062585631,"Jose De Leon",15463,592254
"Keaton Winn","SFG",42.1,81.13843137254902,104.01164835164835,,118.3584802431611,95.12095238095237,,,,,105.75571158131001,100.27017612838921,107.77909574712295,"Keaton Winn",23499,676775
"David Bednar","PIT",67.1,110.35249602543719,,,105.03184357541899,,109.44166064981953,,,,109.2365517241379,101.06618773946357,107.7237164750958,"David Bednar",19569,670280
"Andrew Nardi","MIA",57.1,96.7349574105622,,,,119.2446408839779,,92.02888888888889,,,105.24240837696337,104.6848167539267,107.6476439790576,"Andrew Nardi",25942,677053
"Zack Littell","- - -",90,90.22000000000001,80.96409090909093,,121.78227450980393,102.55076455463731,,,,,97.376657047999,110.32477529460155,107.59443161813071,"Zack Littell",15823,641793
"Danny Coulombe","BAL",51.1,97.94676470588236,90.64053333333335,106.62068181818181,,84.06149659863947,,115.00000000000003,132.60022471910113,,104.02854304635747,98.4936865342164,107.5892273730684,"Danny Coulombe",13293,543056
"Logan Gilbert","SEA",190.2,90.0137040065413,85.39,,129.12074074074076,104.34632064590542,,,90.2261224489796,,100.0304825174825,106.64756643356645,107.52481118881116,"Logan Gilbert",22250,669302
"Chad Green","TOR",12,107.65672727272727,,,,103.17499999999998,,72.86,,,105.5476923076923,107.9346666666667,107.4728205128205,"Chad Green",15552,643338
"Nestor Cortes","NYY",63.1,112.7791726618705,123.05199999999999,102.84915584415583,,104.6716853932584,,96.006,,,108.63112570356475,103.0588555347092,107.45521575984992,"Nestor Cortes",17874,641482
"Jimmy Cordero","NYY",32.2,108.5,110.49459610027854,,,106.6595804195804,,86.46000000000001,,,109.11197362744275,98.75263789853456,107.44409576122236,"Jimmy Cordero",15690,622772
"Eduard Bazardo","- - -",16,84.03432835820895,106.48338983050849,,96.83363636363637,121.20967213114753,,,,,106.78051851851853,104.0788888888889,107.4211851851852,"Eduard Bazardo",20997,660825
"Justin Verlander","- - -",162.1,96.01774193548385,,,,127.60209408194234,114.56446153846154,111.82809917355372,,,108.38958561179754,100.92562538860105,107.36500514149064,"Justin Verlander",8700,434378
"Sawyer Gipson-Long","DET",20,94.04525,110.56253968253968,94.26,,100.68915887850467,,92.29146341463414,,,98.83255952380952,106.9752380952381,107.34339285714287,"Sawyer Gipson-Long",26048,687830
"Jorge López","- - -",59,90.9926582278481,109.10587155963299,,,116.02166666666668,,102.30176991150441,115.34379811320755,,107.88150720733765,100.38200729180274,107.32300040186496,"Jorge Lopez",14527,605347
