Name,Team,IP,Stf+ FA,Stf+ SI,Stf+ FC,Stf+ FS,Stf+ SL,Stf+ CU,Stf+ CH,Stf+ KC,Stf+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Aaron Civale","- - -",122.1,97.23782258064516,86.69709677419355,103.97772423025435,74.81235294117647,133.37483760683762,135.0783299389002,,,,108.76130417194209,102.48563921084973,107.3133262325396,"Aaron Civale",19479,650644
"Michael Kelly","CLE",16.2,79.30935483870968,85.804,,,117.87104225352113,,,,,111.12411764705887,103.4885294117647,107.30683823529408,"Michael Kelly",12791,547184
"Mason Miller","OAK",33.1,109.51532544378698,,113.415,,126.71793103448275,,95.42933333333333,,,113.71716712871726,93.62361787486408,107.28347989059236,"Mason Miller",31757,695243
"Logan Webb","SFG",216,84.67726495726495,100.96619850187264,,,92.11215453194649,,105.23293051359516,,,100.24439910742744,106.62909148868349,107.18641377111882,"Logan Webb",17995,657277
"Joel Payamps","MIL",70.2,97.35787755102042,101.22500000000001,,,110.91391836734692,,87.97474452554746,,,102.96535746606334,105.50790950226241,107.1653574660634,"Joel Payamps",14332,606303
"Josh Winckowski","BOS",84.1,106.82454545454546,113.05953203351542,107.49792315356831,,109.92069764705882,,106.2928205128205,,,109.9275636846112,97.2077570733629,107.15394705158508,"Josh Winckowski",22387,670174
"Simeon Woods Richardson","MIN",4.2,88.9,,,,88.75999999999999,,93.2,,,90.58166666666666,109.98041666666666,106.80666666666667,"Simeon Woods Richardson",24494,680573
"Kevin Gausman","TOR",185,98.51410634208841,,,107.33649957519116,94.58214953271029,,,,,101.21731803278689,104.1874295081967,106.79519999999998,"Kevin Gausman",14107,592332
"Brock Burke","TEX",59.2,91.38084745762713,97.69725490196078,,,109.12999999999998,,93.90868686868686,,,95.55343115124151,113.29471783295716,106.7856207674944,"Brock Burke",17968,656271
"Erich Uelmen","PHI",1,88.66000000000001,100.1,,,83.82,,81,,,89.61393939393939,107.10727272727273,106.6339393939394,"Erich Uelmen",20323,657272
"Brayan Bello","BOS",157,84.46755555555555,114.35070452155627,98.70205128205129,,97.67187772925763,,97.77319488817889,,,101.32098931539376,104.11988128215275,106.58261970716268,"Brayan Bello",23920,678394
"Connor Brogdon","PHI",29,105.83175141242937,,101.3472180451128,,,,105.88940170940171,,,104.76509806161427,101.44110512976117,106.5603936743655,"Connor Brogdon",21205,641401
"Luis García","SDP",59.2,83.17256637168138,108.74085972850679,,105.89530864197529,129.1976576576577,,,,,112.5315416666667,96.29214583333338,106.55964583333328,"Luis Garcia",6984,472610
"Josh Fleming","TBR",51.2,86.74324324324324,108.85838323353292,,,,108.69440476190476,93.56236363636364,,,103.22294478796711,101.14357987127651,106.41955120158103,"Josh Fleming",20418,676596
"Taylor Rogers","SFG",51.2,,105.48814159292039,93.60823529411766,,118.3814634146342,,,,,112.43505154639176,98.12734536082468,106.37871134020617,"Taylor Rogers",13449,573124
"Louie Varland","MIN",68,104.5017167381974,123.21,96.47545977011494,,100.76097222222224,,92.2239024390244,,,100.26500940464267,107.49652701383411,106.36852663014518,"Louie Varland",27691,686973
"Reynaldo López","- - -",66,104.24500645161291,,,,128.3781818181818,107.38363636363637,99.932,,,111.13990951113873,97.35965359757456,106.36794709767148,"Reynaldo Lopez",16400,625643
"John King","- - -",37.1,90.37,113.00566433566433,,,112.38604651162791,,87.59673469387755,,,103.39847482106283,101.73404670904146,106.35894335807085,"John King",22051,667463
"Jose A. Ferrer","WSN",34,103.01288888888887,,,,108.33600000000001,,99.52561643835617,,,102.59239130434779,104.85858695652178,106.33543478260871,"Jose A. Ferrer",24017,678606
"Joe Musgrove","SDP",97.1,97.34963788300834,91.4911904761905,102.45711409395973,,115.41458937198065,119.34828729281772,84.74383233532934,,,104.60659090909093,104.16089488636364,106.28563920454552,"Joe Musgrove",12970,605397
"Tanner Houck","BOS",106,85.35337278106509,115.14136645962732,84.28609625668449,88.28989583333333,104.07869101978693,,,,,101.56144963144966,105.26799754299753,106.25593366093365,"Tanner Houck",19879,656557
"Braden Bristo","- - -",7,,98.65249999999999,98.58912280701755,,135.77777777777777,,74.71733333333333,,,101.33333333333333,111.7878947368421,106.15947368421051,"Braden Bristo",20494,668754
"Nicholas Padilla","CHW",4.2,,96.68181818181819,95.60206896551725,,116.09400000000001,87.82,,,,100.5086,100.23719999999999,106.09859999999999,"Nicholas Padilla",21327,656820
"Kyle Nelson","ARI",56,87.30896951413143,,104.57249098774334,,103.47784553098725,,,,,98.2592525983462,109.51874417695306,106.0976748845045,"Kyle Nelson",20515,669459
"Robert Garcia","- - -",32,104.34685039370078,,,,103.77079365079364,,106.19478873239437,,,104.68900885939989,104.50881856893649,106.08237550753013,"Robert Garcia",23363,676395
"Taj Bradley","TBR",104.2,111.03684210526315,154.56,103.68062084257205,104.29717741935485,,102.36513157894736,,,,106.87780005618417,99.23433911221606,106.07289458540674,"Taj Bradley",22543,671737
"Wander Suero","LAD",8,106.895,,102.44617021276595,,,90.23,78.88,,,93.65974842767298,109.60264150943397,106.06880503144654,"Wander Suero",15855,593833
"Ryan Borucki","PIT",40.1,,102.66567595077264,,,119.35472546491314,,83.79762711864407,,,100.82303960877223,105.29616062207643,105.99246473482778,"Ryan Borucki",16350,621366
"Michael King","NYY",104.2,99.99919923645906,103.86432963391228,,,121.5682645030426,,79.59187263556117,,,104.73408336373924,101.05654257955324,105.8781524110874,"Michael King",19853,650633
"Framber Valdez","HOU",198,67.46,91.61499999999998,111.12439999999998,,124.23291828793772,121.90826845637582,99.3300647948164,,,103.96304635761582,100.33477866852559,105.8056883931684,"Framber Valdez",17295,664285
"Hoby Milner","MIL",64.1,90.83771144278607,100.10524590163934,,,101.78388235294119,,85.77774011299434,,,94.9413307984791,111.62988593155886,105.80498098859313,"Hoby Milner",13346,571948
"Tyler Alexander","DET",44,111.75057591623037,97.24426666666668,94.46420168067229,,90.20578231292515,,80.96104347826089,,,96.94141010436607,111.25856094923786,105.80446986141986,"Tyler Alexander",17735,641302
"Elvis Peguero","MIL",61.1,,104.51968750000002,,,104.85105376344086,,,,,104.71359735973596,99.23137513751372,105.71751375137514,"Elvis Peguero",21652,665625
"Matt Gage","HOU",6.2,98.56161290322581,101.05,108.55485714285714,,102.77578947368423,,,,,102.02842105263156,100.24491228070175,105.70543859649123,"Matt Gage",17381,657424
"Bailey Ober","MIN",144.1,98.05646284101601,,,,104.21606126914662,99.52748387096773,97.73303680981593,,,99.275864144454,107.49243336199484,105.68966466036112,"Bailey Ober",21224,641927
"Robert Stephenson","- - -",52.1,97.46860066006602,,119.2469306930693,99.62134713144518,119.77152173913045,103.27000000000001,,,,112.09083032865344,97.07533980073224,105.67572238243314,"Robert Stephenson",13594,596112
"Tyler Mahle","MIN",25.2,103.83165137614678,,92.30000000000001,84.16666666666667,81.44198198198198,,,,,96.67749999999998,107.17849999999999,105.65881250000001,"Tyler Mahle",16358,641816
"Ryan Brasier","- - -",59.2,107.11927272727273,118.28393939393942,98.60601626016259,,104.55550000000002,,,,,106.6510541274533,102.69247663392372,105.62911023444298,"Ryan Brasier",5615,518489
"Tanner Banks","CHW",61,92.9999438202247,92.86928571428572,,,106.98045901639344,136.2586842105263,95.66253012048192,,,104.17576440586912,101.82528378041467,105.5790572792144,"Tanner Banks",16990,621383
"Alex Cobb","SFG",151.1,75.6,100.04919148936169,,88.05261538461538,104.85354330708662,,,98.46331550802137,,95.37153879125593,107.9332276039434,105.53915130732963,"Alex Cobb",6562,502171
"Antonio Senzatela","COL",7.2,73.2323076923077,79.75285714285714,,,107.37515151515152,95.82,82.5,,,85.22616666666666,115.02566666666667,105.53033333333333,"Antonio Senzatela",15488,622608
"Bruce Zimmermann","BAL",13.1,76.57181818181819,88.54400000000001,,,109.06800000000001,94.285,86.75679999999998,,,95.72999999999999,105.84990654205606,105.44644859813086,"Bruce Zimmermann",20370,669145
"Bowden Francis","TOR",36.1,106.53575539568344,,,,99.05410256410255,113.65486338797817,,,,107.8560223048327,101.51293680297397,105.43289962825278,"Bowden Francis",20548,670102
"Bryan Baker","BAL",45,98.93631460674158,,,,103.89150442477874,,137.37858407079648,,,105.86279487179489,100.15769230769234,105.4289230769231,"Bryan Baker",19804,641329
"David Robertson","- - -",65.1,,83.88,109.61551057130005,,89.8774647887324,,62.55333333333333,121.74198965572977,,107.94858571233685,95.72325098417525,105.42792751208296,"David Robertson",8241,502085
"Ranger Suárez","PHI",125,85.74769585253458,106.25238095238095,100.37160784313726,,98.81090909090909,110.44093750000002,92.04516129032258,,,99.16131065532763,105.98577288644317,105.3870335167584,"Ranger Suarez",17277,624133
"Victor Vodnik","COL",8.2,91.34651515151515,,,,110.26090909090908,,122.8425,,,99.00236559139785,106.57354838709678,105.36258064516129,"Victor Vodnik",24614,680767
"Grant Anderson","TEX",35.2,100.02079207920791,114.00765432098767,,,98.63744966442952,,77.79612903225808,,,102.24214532871972,102.05612456747406,105.35093425605542,"Grant Anderson",20546,681982
"Easton McGee","SEA",6.2,82.76,102.04,72.52,,110.02,89.56,70.32,,,93.1134375,107.71499999999999,105.3096875,"Easton McGee",22176,668834
"Ian Gibaut","CIN",75.2,100.87415730337081,,89.76255319148933,,107.13011857707512,,90.69224489795918,,,98.33844241922118,107.73401822700913,105.29736536868268,"Ian Gibaut",17871,664139
"Brooks Kriske","KCR",6.2,92.08888888888889,,,125.09022222222221,126.123,,,,,115.51755555555556,93.86577777777778,105.27511111111112,"Brooks Kriske",21189,621139
"Max Scherzer","- - -",152.2,106.16546409807354,,109.92851562499999,,108.81285024154587,101.44977049180328,95.0608645533141,,,104.86064844023434,102.25258720713873,105.23922935536152,"Max Scherzer",3137,453286
"Lyon Richardson","CIN",16.2,79.25804195804196,99.65548387096774,,,115.90545454545455,87.56055555555557,94.29292929292929,,,89.06717325227964,108.70267477203647,105.22091185410335,"Lyon Richardson",24581,680689
"Brandon Pfaadt","ARI",96,98.13871584699454,95.77150000000002,,,119.3946206896552,92.36089887640448,88.65132653061224,,,102.27121511102179,103.83811199303392,105.17388827489204,"Brandon Pfaadt",27782,694297
"John Schreiber","BOS",46.2,95.03291356699134,101.47186246727661,,,113.0791075594829,,89.26507936507939,,,103.16375436791428,103.44914608893724,105.17103872236893,"John Schreiber",20020,670167
"Nick Sandlin","CLE",60,104.47920289855072,92.823085106383,,77.7331818181818,119.27383999999996,,,,,108.56203015075374,99.54950753768848,105.14572864321609,"Nick Sandlin",20517,680704
"Zac Gallen","ARI",210,99.12905897114179,96.04727272727274,93.3424832214765,,93.50680555555556,,87.9279911699779,98.40559782608696,,96.67079223671651,106.73955456570157,105.05429207763282,"Zac Gallen",19291,668678
"JT Chargois","MIA",42.1,91.18290909090909,98.12943820224717,,,107.69787671232875,,,,,101.55397357908946,103.46936551510288,105.02486260579309,"JT Chargois",13767,608638
"Colin Poche","TBR",60.2,104.96467576791812,,,,98.01628930817614,,,,,102.56362222222218,100.55708888888884,105.01619999999997,"Colin Poche",19403,621363
"Joe Jacques","BOS",26.2,,109.44574545454546,,,100.16421052631578,,85.58250000000001,,,105.55002723250719,102.3261285573252,104.99024726105627,"Joe Jacques",25178,682175
"Génesis Cabrera","- - -",55.2,110.44506912442398,103.71745142213462,118.27938951238387,,,95.54305555555555,86.79435897435896,,,108.96503111790574,95.92158413243506,104.84820033352158,"Genesis Cabrera",17490,650893
"Shohei Ohtani","LAA",132,106.55386627906978,108.03904761904762,106.23668711656441,123.26418604651163,129.14930572472593,118.9494736842105,,,,115.08691751085381,90.39748191027496,104.84718765074773,"Shohei Ohtani",19755,660271
"Jakob Junis","SFG",86,94.63702564102564,87.70099043914497,,,110.57782446929065,,83.12115942028984,,,102.17814743599224,106.9201223949474,104.79847505509622,"Jakob Junis",13619,596001
"Kyle Finnegan","WSN",69.1,100.93383615084522,,,113.93511111111108,104.27740740740741,,,,,104.23327171903885,101.79737523105354,104.73709796672827,"Kyle Finnegan",15009,640448
"Aaron Loup","LAA",48.2,138.70666666666665,112.19265486725662,102.44847826086959,,,122.31588235294117,122.35795918367349,,,112.8498911729141,96.54512696493352,104.73206771463121,"Aaron Loup",10343,571901
"Chris Stratton","- - -",82.2,96.76118598382747,,,,95.70531201622806,97.35728549881492,99.0149387755102,,,96.38669727570147,107.90695551065912,104.72952815694774,"Chris Stratton",13761,608717
"Raisel Iglesias","ATL",55.2,92.3870503597123,100.26503311258278,,,126.55522388059703,,88.2284690553746,,,97.60895281933256,106.0013118527042,104.71509781357874,"Raisel Iglesias",17130,628452
"Miguel Díaz","DET",14,86.60181818181817,107.63857142857144,,,122.48669459572685,,114.53230769230768,,,107.86579284318353,93.59277714131679,104.68719859828829,"Miguel Diaz",18815,622766
"J.B. Bukauskas","- - -",7,81.1,101.77404255319149,,,109.77863636363637,,66.22,,,102.07190437818964,103.63791565941446,104.68396454472202,"J.B. Bukauskas",20491,656266
"Yusei Kikuchi","TOR",167.2,99.31966981132074,,,,101.09909712722299,92.6713443830571,87.93139705882353,,,97.38551945733668,105.81541592288471,104.66632631203144,"Yusei Kikuchi",20633,579328
"Bryan Abreu","HOU",72,104.89274549098198,,,,119.90542897327707,86.8,,,,113.60421315570358,89.36039966694422,104.52168193172359,"Bryan Abreu",16609,650556
"Joe Ryan","MIN",161.2,106.22812581913499,,,92.15808481532149,107.01934681181957,,,,,102.11389055472264,106.19167916041975,104.50638680659667,"Joe Ryan",21390,657746
"Sam Moll","- - -",62.1,105.32064834390415,108.16942593182544,,,112.07346481398477,,112.26,,,108.99575425905553,98.63914978291749,104.425532344807,"Sam Moll",14874,594580
"Alan Busenitz","CIN",7,78.71435897435899,91.28,97.84642857142856,,108.63,108.90639999999999,81.39999999999999,,,93.81570093457944,115.0985046728972,104.41084112149534,"Alan Busenitz",15239,641427
"Cristopher Sánchez","PHI",99.1,,98.3535111111111,,,98.86500000000001,,121.04582809224317,,,105.9206001386002,97.32099847160124,104.35924104083011,"Cristopher Sanchez",20778,650911
"Ryan Yarbrough","- - -",89.2,86.83707093821509,103.99333333333334,98.81869318181818,,,137.70583783783783,82.62123552123552,,,102.31443557842266,106.21264359103527,104.25355921849285,"Ryan Yarbrough",16502,642232
"Yunior Marte","PHI",39.1,98.96043478260869,107.49791304347828,,,108.33831715210356,,,,,107.28662824207495,98.79881844380402,104.24755043227668,"Yunior Marte",14416,628708
"Griffin Canning","LAA",127,80.7033608815427,93.92333333333335,,,115.99894230769233,93.56759856630825,100.53151241534991,,,97.21981085241305,105.2997843965871,104.24568705822358,"Griffin Canning",19867,656288
"Dylan Floro","- - -",56.2,88.48097560975609,112.44176470588235,,,97.79924882629109,,87.36350877192982,,,98.70773691508664,107.35066973360101,104.22185832338027,"Dylan Floro",13394,571670
"Yerry Rodríguez","TEX",13.2,98.06937062937062,104.48363636363638,,,135.36737864077674,,110.9561904761905,,,113.00802308850594,95.63469332441022,104.06587786514976,"Yerry Rodriguez",21955,666720
"Jacob Webb","- - -",53.2,107.62014575204533,,,,103.22149337410806,,94.79166636966633,,,103.26515882015205,101.44529565800919,103.98870083519024,"Jacob Webb",19274,657097
"Greg Weissert","NYY",20,119.4079069767442,110.69256198347108,100.79913043478261,,114.84484210526315,,95.92761904761903,,,112.49738372093027,92.19581395348835,103.96697674418607,"Greg Weissert",20375,669711
"Andre Pallante","STL",68,96.57789473684211,99.95931034482759,,,107.06777202072536,96.0280263157895,,,,98.37795148247982,103.88143755615454,103.86549865229114,"Andre Pallante",26108,669467
"Luke Jackson","SFG",33.1,86.48305555555555,,,,110.28092896174861,85.15333333333332,,,,103.24030592734226,98.80608030592735,103.76022944550668,"Luke Jackson",11752,592426
"Hayden Wesneski","CHC",89.1,84.41172180832598,105.64928780541192,88.7233570412518,,109.4848859261625,,94.6772602739726,,,99.74045714633388,103.86431369921681,103.72297155170953,"Hayden Wesneski",27581,669713
"Nick Martinez","SDP",110.1,96.72138032305433,107.44676124209059,87.7388230994152,,92.29,97.48449566122875,124.09516851489454,,,105.24775379688393,98.47049749606295,103.69425857586702,"Nick Martinez",12730,607259
"Max Fried","ATL",77.2,100.36803874092008,97.68575342465753,99.6029090909091,,108.31838056680162,102.53393728222999,100.15356097560975,,,100.70642016806721,100.74576470588234,103.66563025210083,"Max Fried",13743,608331
"Eli Morgan","CLE",67.1,87.51700623700623,,,,97.16509933774834,93.944,122.34795755968167,,,101.08641350210972,106.65746835443046,103.63729957805906,"Eli Morgan",20203,669212
"José Berríos","TOR",189.2,90.89335559265442,96.11074594594596,,,,99.00413793103448,88.09425414364638,,,94.42220628415299,108.1705464480874,103.61347677595629,"Jose Berrios",14168,621244
"Wandy Peralta","NYY",54,87.27999999999999,105.55834862385319,,,112.73408695652172,,101.75561855670104,,,103.82670480549201,93.61002288329522,103.59773455377574,"Wandy Peralta",14295,593974
"Ross Stripling","SFG",89,80.2937037037037,89.2789552238806,,124.03999999999999,90.92665094339623,,106.27461111111111,89.16874999999999,,91.99759688394239,111.54321821882027,103.59272181694095,"Ross Stripling",13273,548389
"Justin Martinez","ARI",10,101.37475177304965,,,143.25863636363636,104.008,,,,,110.94761904761904,92.05914285714286,103.4592380952381,"Justin Martinez",24453,679885
"Ryan Pepiot","LAD",42,93.26912386706948,,,,101.07375,,100.37797356828194,,,96.89651721224669,106.78667225930816,103.3593284070491,"Ryan Pepiot",26221,686752
"Janson Junk","MIL",7.1,94.53818181818183,100.63,,87.56,104.18,101.24571428571429,,,,96.9091958041958,109.92265268065269,103.29585314685313,"Janson Junk",23301,676083
"Phil Bickford","- - -",67.1,110.87727376861399,,,,107.21190332326283,,90.4376,,,109.3540411008692,96.59897251981573,103.2832651040726,"Phil Bickford",18519,641360
"Seth Lugo","SDP",146.1,95.92401585204757,95.35012711864405,,,98.07716535433067,105.45310416666665,87.39414285714287,,,97.63294751009418,105.05945266935845,103.24924181247198,"Seth Lugo",12447,607625
"Andrew Wantz","LAA",39.1,104.79382812499999,,100.97396825396827,,120.2233918128655,,103.23197278911564,,,107.48228566009107,95.14455519726859,103.24168057663128,"Andrew Wantz",24933,681806
"Jonathan Bowlan","KCR",3,114.52999999999999,87,,,100.50695652173913,88.46000000000001,82.92,,,103.17035714285714,104.08142857142856,103.04857142857142,"Jonathan Bowlan",24607,680742
"Mitch Keller","PIT",194.1,103.03150920245402,103.71878873239434,99.95396825396826,,132.05297405189617,97.64947791164658,96.64318181818182,,,106.500624396524,98.74614097199866,103.03591245574513,"Mitch Keller",17594,656605
"Carlos Vargas","ARI",4.2,105.22363636363639,125.70705882352941,125.09466666666667,,,,125.84,,,117.13679012345679,85.77061728395061,103.03037037037036,"Carlos Vargas",22915,672841
"Trevor Gott","- - -",58,105.07970371843308,106.75032479898434,100.43647791941726,,,90.05334007414896,81.69,,,101.7067280603948,101.09179109820937,103.00556032647184,"Trevor Gott",15046,641627
"Dylan Lee","ATL",23.2,103.61388535031847,,,,109.81784946236563,,89.53291666666667,,,104.80778738614092,101.90753386947998,102.96953490718322,"Dylan Lee",19996,669276
"Will Vest","DET",48.1,88.46115,114.58500000000002,,,95.05011583011584,,96.44845360824745,,,92.4843382072473,111.35241004450099,102.93740898495446,"Will Vest",19769,676684
"Adam Kolarek","- - -",6,,112.87062499999999,,,134.4515789473684,,,,,118.1168035583193,94.72291402167811,102.85341883663686,"Adam Kolarek",10843,592473
"Scott Alexander","SFG",48.1,,102.49853170670174,,,103.56983571807103,,88.74404306220096,,,101.29390746190099,102.80241071358608,102.83462268559535,"Scott Alexander",10591,518397
"Jameson Taillon","CHC",154.1,92.82152249134951,93.10810810810811,95.1479715302491,,121.71422916666661,98.49750663129974,79.61538461538461,,,98.29430465156487,105.44714635045837,102.833073910261,"Jameson Taillon",11674,592791
"Tim Herrin","CLE",27.2,85.73568075117369,114.65851851851849,,,106.16394230769232,134.4796721311475,,,,101.50342741935484,99.82314516129033,102.81762096774193,"Tim Herrin",25139,682120
"JoJo Romero","STL",36.2,86.93308641975308,102.5127683615819,143.8,,127.22819672131145,,96.66335664335664,,,104.40156555772998,99.17553816046961,102.80618395303328,"JoJo Romero",19574,668941
"J.C. Mejía","MIL",11.1,82.92999999999999,106.23068965517241,,,120.24847826086958,,,,,111.55273584905659,94.76424528301885,102.78424528301888,"J.C. Mejia",20617,650496
"Clayton Kershaw","LAD",131.2,94.96959893048128,92.155,,105.78399999999999,115.80163822525596,113.03194366197187,87.15941176470587,,,107.0736250621581,94.18845350571856,102.76716061660865,"Clayton Kershaw",2036,477132
"Aaron Bummer","CHW",58.1,103.62065573770492,98.899125,103.31275862068964,,134.95651960784318,,111.43333333333334,,,113.48843779232928,94.01448082319926,102.6979981290926,"Aaron Bummer",16258,607481
"Chris Sale","BOS",102.2,98.22631424375919,116.76057692307693,,,114.24666666666667,,87.29215686274509,,,104.02665394402034,102.236437659033,102.63436386768447,"Chris Sale",10603,519242
"Johnny Cueto","MIA",52.1,102.54763513513512,96.62166666666667,74.72333333333334,,87.7233,97.76666666666667,83.25256097560974,,,93.35582447539906,110.06450771208226,102.59870102229925,"Johnny Cueto",6893,456501
"Jeff Hoffman","PHI",52.1,107.59027210884352,119.25,,112.7934193548387,118.88307692307694,,,,,113.98201156069362,88.64152601156067,102.5821734104046,"Jeff Hoffman",17432,656546
"Will Smith","TEX",57.1,82.93654761904763,,,,115.49754137115839,96.2654285714286,84.6944,,,100.23121428571423,105.62816666666663,102.5628333333333,"Will Smith",8048,519293
"Reid Detmers","LAA",148.2,91.60097951914514,,,,115.87441226575811,99.72966336633667,96.42382978723404,,,99.68331662167373,103.03879676050909,102.52192055534137,"Reid Detmers",27468,672282
"Bryan Woo","SEA",87.2,106.98777614138439,115.269918699187,,,109.02117263843648,,93.00754716981132,,,108.50233171408745,95.49750173490631,102.42788341429566,"Bryan Woo",30279,693433
"Lucas Luetge","ATL",13.2,66.57249999999999,,80.62964028776979,,105.74019801980197,131.49473684210525,,,,95.65007352941177,107.4557352941176,102.41698529411765,"Lucas Luetge",8337,476595
"Sam Hentges","CLE",52.1,83.55641693811079,112.48566371681412,,,105.42928,102.05498371335509,,,,97.15211401425177,102.09111638954867,102.37475059382422,"Sam Hentges",18548,656529
"Drey Jameson","ARI",40.2,88.87978142076504,106.78537313432837,,,112.22636363636364,92.51599999999999,103.71078651685393,,,102.24355509990956,99.50432559442697,102.29334929509304,"Drey Jameson",26260,686753
"Kutter Crawford","BOS",129.1,107.77358126129865,,94.31969035532995,108.60735973933406,115.09110415723367,,,78.63895448275862,,101.23104101647807,101.43287077341957,102.24009235656142,"Kutter Crawford",20531,676710
"Domingo Tapia","SDP",17.2,103.30522875816995,112.65373737373737,,,130.0902857142857,,93.19612903225806,,,108.29050632911392,93.56607594936708,102.14215189873417,"Domingo Tapia",12178,593619
"Cody Bradford","TEX",56,97.63227871939738,,90.80538461538463,,88.83348837209303,,92.23470149253733,,,94.67061442487132,109.35884448454769,102.12989645427884,"Cody Bradford",27597,674003
"Seranthony Domínguez","PHI",50,121.86820359281438,113.97999999999998,,,118.80310924369745,,86.13823529411765,,,117.28257913247369,85.7617819460727,102.10686987104344,"Seranthony Dominguez",19249,622554
"Blake Snell","SDP",180,88.49340687865022,,,,99.4516826923077,106.75192982456139,91.68366438356162,,,93.79360206385036,102.74100612705578,102.05410512737828,"Blake Snell",13543,605483
"Chi Chi González","MIA",3.2,89.4357142857143,81.768,,,95.80190476190475,90.66,91.50363636363636,,,90.68864864864864,111.65027027027027,102.02378378378378,"Chi Chi Gonzalez",14663,592346
"Jordan Wicks","CHC",34.2,88.61843373493976,84.75929824561405,95.28070175438596,,100.29083333333334,108.77510204081634,107.19583815028902,,,96.19751724137932,103.21920689655173,102.01613793103448,"Jordan Wicks",30094,696136
"Austin Pruitt","OAK",48.1,78.92636835016836,98.61908521165476,,,100.55583647995007,88.00269344262294,96.0986561264822,,,92.57707732067264,108.41862990713553,102.01039262754067,"Austin Pruitt",15290,643493
"Lance Lynn","- - -",183.2,103.40441877256319,86.37749373433584,101.32241758241759,,,112.33282051282052,83.1145701357466,,,100.42580299706073,101.4450190525177,101.88799533603412,"Lance Lynn",2520,458681
"Calvin Faucher","TBR",25.2,,95.05472972972973,104.19530864197529,,109.27171052631579,110.10615384615387,,,,103.60414353470885,103.34224730916438,101.84674682102542,"Calvin Faucher",20116,676534
"Dylan Covey","- - -",43,44.010000000000005,103.27701986754971,90.05482233502539,108.00378378378379,112.41843663961309,,84.65714285714284,,,101.81029933763587,99.24733440896742,101.78560521399459,"Dylan Covey",14825,592229
"Dean Kremer","BAL",172.2,110.2119188191882,94.74028235294116,105.87217142857143,,111.67625,95.21386973180077,88.76167130919218,,,102.99408856848609,98.20384483350496,101.69207689667009,"Dean Kremer",19350,665152
"José Lopez","TBR",2,100.94,,,,103.74,,84.2,,,97.65882352941175,95.15294117647059,101.68235294117648,"Jose Lopez",22982,673111
"Mauricio Llovera","- - -",35,,105.75545918367348,90.19,,118.06780677211215,,,,,109.58386330429809,95.98944870336173,101.61817357730405,"Mauricio Llovera",20080,661440
"Mike Mayers","KCR",26.1,93.97574468085108,89.22923076923077,91.96047619047619,,86.51774647887325,91.47172413793105,85.81102040816326,,,89.88479529070597,110.3952524115597,101.60658229205013,"Mike Mayers",15451,594577
"Kenta Maeda","MIN",104.1,83.0095278969957,82.90587155963303,,97.7808856088561,95.96838461538461,88.52967741935483,,,,92.03959101464146,108.1070581348408,101.58805070652807,"Kenta Maeda",18498,628317
"Kyle Hurt","LAD",2,83.8,,,,,,115.96,,,99.88,111.06,101.58,"Kyle Hurt",27514,669165
"Caleb Ferguson","LAD",60.1,99.74180790960452,,115.28758409785935,,101.15133333333334,,,,,104.57967480245958,99.15207692137864,101.56910916794817,"Caleb Ferguson",19349,657571
"Kevin Ginkel","ARI",65.1,82.81425,99.74919999999997,,,107.66297482837531,,,,,95.3543121149897,106.41476386036965,101.55755646817241,"Kevin Ginkel",19876,656464
"Adbert Alzolay","CHC",64,99.57316326530614,97.82333333333332,107.69915789473684,,121.27901345291482,,102.10799999999999,,,107.43713983050849,93.93483050847459,101.54046610169483,"Adbert Alzolay",17859,640470
"Adam Cimber","TOR",20.2,115.53394736842105,117.40714285714284,,,109.91648148148145,,,,,114.66153846153846,91.9213736263736,101.53390109890111,"Adam Cimber",15288,643256
"Kaleb Ort","BOS",23,103.34188405797103,,84.38923076923076,,114.83533333333331,,103.09428571428573,,,105.37553573138428,94.46378363282372,101.52868261466281,"Kaleb Ort",20061,672391
"Nick Nelson","PHI",5.1,87.28,96.42,,,114.64,,102.32,,,96.78521739130436,106.61391304347826,101.48289855072463,"Nick Nelson",20153,656793
"Carlos Estévez","LAA",62.1,104.65471447543163,,,,119.06106666666666,94.07,84.4037142857143,,,107.21250447227195,96.3472450805009,101.39228980322001,"Carlos Estevez",14542,608032
"Mike Baumann","BAL",64.2,97.14029090909091,,,,92.07062499999999,,87.68959999999998,123.66265682656827,,102.62944704779753,96.20283036551076,101.2933458294283,"Mike Baumann",20206,657508
"Nick Pivetta","BOS",142.2,105.404516563147,,100.67573069403714,111.18400000000001,115.74639822337939,90.05307291121412,,,,101.85497343460665,99.24829097144458,101.26312787773882,"Nick Pivetta",15454,601713
"Patrick Sandoval","LAA",144.2,88.24125186289122,98.89351724137931,,,118.36474383301707,91.77338983050846,118.98388148148148,,,104.87647195357829,94.48567117988395,101.262003868472,"Patrick Sandoval",19447,663776
"Graham Ashcraft","CIN",145.2,,82.27324444444444,96.38603252032517,,119.46550691244245,,59.36,,,103.65418594500215,100.63424705368834,101.20279353993885,"Graham Ashcraft",27552,668933
"Nick Lodolo","CIN",34.1,93.40473333333334,94.17090909090908,,,,124.43238095238094,95.10345679012345,,,104.84858490566039,101.17443396226415,101.14254716981131,"Nick Lodolo",26378,666157
