Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Juan Soto","NYM",152,672,522,143,84,25,2,32,108,96,143,14,104,3,4,0,8,7,3,0.273946,0.212798,0.154762,1.375,0.43006,0.51341,0.403117,0.943469,0.239464,3.64827,0.284615,,-1.51978,128.876,50.2667,164.505,-1.51978,-4.3,50.31552565097809,-11.707407474517822,6.29854,999,,,,,,,1106.4,7.278947368,1106.4,7.278947368,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Gunnar Henderson","BAL",152,660,572,156,92,29,6,29,109,98,77,6,140,6,5,0,1,15,3,0.272727,0.116667,0.212121,0.55,0.362121,0.496504,0.36655,0.858625,0.223776,6.30185,0.311274,,0.451161,107.15,29.9449,144.254,0.451161,-3.6,33.87078195810318,3.6751322746276855,6.14992,999,,,,,,,961.6,6.326315789,961.6,6.326315789,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Bobby Witt Jr.","KCR",152,668,604,172,100,36,7,29,104,101,51,8,107,6,7,0,5,23,9,0.284768,0.0763473,0.16018,0.476636,0.342814,0.511589,0.360383,0.854404,0.226821,6.49494,0.301053,,-0.221029,105.134,26.9922,132.823,-0.221029,3.2,24.866640836000443,10.563315629959106,5.95893,999,,,,,,,965.6,6.352631578,965.6,6.352631578,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Julio Rodríguez","SEA",152,662,601,167,109,28,2,28,95,93,50,11,146,9,2,0,3,24,6,0.27787,0.0755287,0.220544,0.342466,0.34139,0.470882,0.345864,0.812272,0.193012,5.51171,0.324009,,1.13085,96.4533,19.0138,133.458,1.13085,4.9,26.474326610565186,7.332392692565918,5.77063,999,,,,,,,895.8,5.893421052,895.8,5.893421052,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Aaron Judge","NYY",129,565,461,123,65,23,0,35,83,97,95,13,151,5,4,0,11,6,0,0.266811,0.168142,0.267257,0.629139,0.39469,0.544469,0.394945,0.939159,0.277657,3.21025,0.315412,,0.000351816,104.64,38.5469,161.597,0.000351816,-6.5,39.821225076913834,-4.424015283584595,5.60094,999,,,,,,,934.9,7.247286821,934.9,7.247286821,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Shohei Ohtani","LAD",152,680,589,164,87,31,4,42,121,129,82,6,155,5,4,0,9,32,4,0.278438,0.120588,0.227941,0.529032,0.369118,0.558574,0.391713,0.927692,0.280136,6.72253,0.308081,,3.45405,124.169,44.6242,155.015,3.45405,0,48.189406633377075,-17.48971176147461,5.50929,999,,,,,,,1147.5,7.549342105,1147.5,7.549342105,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Elly De La Cruz","CIN",152,664,593,158,90,33,7,28,109,93,65,11,178,4,1,1,2,50,11,0.266442,0.0978916,0.268072,0.365169,0.342383,0.487352,0.351784,0.829736,0.220911,8.08964,0.335052,,4.37685,99.9081,22.2347,119.967,4.37685,1.8,20.230656623840332,9.119223833084106,5.31485,999,,,,,,,961.8,6.327631578,961.8,6.327631578,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Yordan Alvarez","HOU",143,610,523,152,85,31,2,34,89,99,72,13,101,10,5,0,11,3,0,0.290631,0.118033,0.165574,0.712871,0.383607,0.552581,0.392899,0.936188,0.26195,3.41801,0.300254,,-0.615433,111.969,40.6124,161.709,-0.615433,0,42.45529526472092,-15.689300537109375,4.86445,999,,,,,,,1000.8,6.998601398,1000.8,6.998601398,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Ronald Acuña Jr.","ATL",125,564,479,138,84,26,2,26,107,77,73,8,103,9,3,0,2,30,7,0.2881,0.129433,0.182624,0.708738,0.390071,0.51357,0.385655,0.903641,0.22547,6.36075,0.31728,,1.91795,100.237,34.2617,148.046,1.91795,-1.6,34.321852684020996,-7.816931366920471,4.67711,999,,,,,,,908.4,7.2672,908.4,7.2672,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Carson Williams","TBR",130,572,512,126,76,24,4,22,82,82,49,7,169,8,3,0,1,17,8,0.246094,0.0856643,0.295455,0.289941,0.31993,0.4375,0.324377,0.75743,0.191406,6.0583,0.320988,,-0.834496,73.4478,6.5363,116.014,-0.834496,9,9.64648061990738,15.30511474609375,4.54624,999,,,,,,,673.7,5.182307692,673.7,5.182307692,,,,,,,,,,,,,,,,,,,"Carson Williams","sa3017795",700246
"Fernando Tatis Jr.","SDP",125,542,483,132,73,28,1,30,87,84,51,11,113,5,3,0,1,14,3,0.273292,0.0940959,0.208487,0.451327,0.346863,0.521739,0.364847,0.868603,0.248447,5.10806,0.297376,,0.653675,87.2502,23.8481,138.91,0.653675,5.9,25.872630953788757,-0.07442665100097656,4.52845,999,,,,,,,811.3,6.4904,811.3,6.4904,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Wyatt Langford","TEX",151,634,564,152,90,32,4,26,94,96,62,5,117,5,3,0,2,18,4,0.269504,0.0977918,0.184543,0.529915,0.345426,0.478723,0.352984,0.824149,0.20922,5.84511,0.29717,,0.780326,96.0069,21.8428,132.104,0.780326,5.2,24.06985032558441,-1.788536548614502,4.48391,999,,,,,,,871.2,5.769536423,871.2,5.769536423,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Adley Rutschman","BAL",135,579,507,129,84,28,1,16,67,68,64,9,89,3,5,0,3,1,0,0.254438,0.110535,0.153713,0.719101,0.338515,0.408284,0.322166,0.746799,0.153846,2.4807,0.277641,,-0.920724,73.3164,5.58611,113.033,-0.920724,5.5,7.713681161403656,16.13712501525879,4.45665,999,,,,,,,655.6,4.856296296,655.6,4.856296296,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Jackson Merrill","SDP",152,600,552,154,100,27,4,23,80,88,38,6,93,1,5,4,2,14,3,0.278986,0.0633333,0.155,0.408602,0.323826,0.467391,0.336126,0.791217,0.188406,5.52816,0.297052,,0.535289,82.7169,12.5301,119.579,0.535289,6.2,14.582938969135284,8.404585361480713,4.43765,999,,,,,,,762.9,5.019078947,762.9,5.019078947,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Michael Harris II","ATL",147,601,558,160,104,31,3,22,83,80,34,10,112,6,3,0,2,15,4,0.286738,0.0565724,0.186356,0.303571,0.332779,0.471326,0.340621,0.804105,0.184588,5.37771,0.323185,,0.32239,85.0294,14.7256,117.735,0.32239,7.4,13.068295687437057,9.608259916305542,4.40897,999,,,,,,,789.1,5.36802721,789.1,5.36802721,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Cal Raleigh","SEA",135,529,468,104,58,21,0,25,62,75,53,7,143,4,4,0,2,2,1,0.222222,0.100189,0.270321,0.370629,0.304348,0.42735,0.312842,0.731698,0.205128,2.24629,0.259868,,-0.857388,63.0153,1.13391,110.23,-0.857388,9.5,5.334545612335205,19.218547821044922,4.35704,999,,,,,,,582.3,4.313333333,582.3,4.313333333,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Francisco Lindor","NYM",135,593,524,131,82,26,2,21,83,76,55,7,113,9,5,0,2,14,3,0.25,0.0927487,0.190556,0.486726,0.328836,0.427481,0.325422,0.756317,0.177481,5.278,0.278481,,0.487934,76.6434,7.27538,112.212,0.487934,5.1,9.147490501403809,11.636596202850342,4.18601,999,,,,,,,704,5.214814814,704,5.214814814,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Riley Greene","DET",138,598,525,139,86,26,4,23,84,77,65,8,140,5,3,0,2,5,2,0.264762,0.108696,0.234114,0.464286,0.349498,0.460952,0.347161,0.810451,0.19619,4.60865,0.317808,,-0.978091,87.7524,17.7995,129.181,-0.978091,7.9,18.988894402980804,1.3082895278930664,4.15505,999,,,,,,,781.7,5.664492753,781.7,5.664492753,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Corbin Carroll","ARI",152,658,567,145,89,25,9,22,112,87,71,5,125,12,5,3,1,31,6,0.255732,0.107903,0.18997,0.568,0.348092,0.447972,0.343629,0.796063,0.19224,8.0795,0.289412,,2.45193,94.6867,17.7151,119.318,2.45193,-1.9,17.651970863342285,0.5176955461502075,4.13955,999,,,,,,,866.7,5.701973684,866.7,5.701973684,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Jackson Holliday","BAL",145,639,548,133,80,32,2,19,115,79,84,7,151,4,3,0,2,9,1,0.242701,0.131455,0.236307,0.556291,0.345853,0.412409,0.330293,0.758262,0.169708,5.53047,0.299213,,0.124314,85.0939,10.3449,118.75,0.124314,2.5,13.833396218717098,4.847883701324463,4.12932,999,,,,,,,757.9,5.226896551,757.9,5.226896551,,,,,,,,,,,,,,,,,,,"Jackson Holliday","31781",702616
"Andrés Giménez","TOR",152,610,550,144,102,27,2,13,67,69,32,11,99,20,4,4,2,22,4,0.261818,0.052459,0.162295,0.323232,0.323432,0.389091,0.306731,0.712523,0.127273,5.55081,0.29638,,1.65136,69.6637,-1.69292,100.899,1.65136,14.2,2.279154598712921,16.441328525543213,4.03353,999,,,,,,,654.9,4.308552631,654.9,4.308552631,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Zach Neto","LAA",150,593,524,135,79,31,1,24,78,83,44,13,125,20,2,3,1,20,6,0.257634,0.074199,0.210793,0.352,0.337288,0.458015,0.338112,0.795303,0.200382,5.18261,0.29443,,0.543947,82.6997,13.3317,119.853,0.543947,-1.8,14.01479858160019,4.736596345901489,3.97819,999,,,,,,,766.4,5.109333333,766.4,5.109333333,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"José Ramírez","CLE",133,575,511,132,77,31,2,22,79,80,55,7,71,3,6,0,13,17,3,0.258317,0.0956522,0.123478,0.774648,0.330435,0.455969,0.335017,0.786403,0.197652,5.39502,0.259434,,1.17475,78.7573,11.4949,120.692,1.17475,1.9,14.78831434249878,4.012727856636047,3.92135,999,,,,,,,734.2,5.520300751,734.2,5.520300751,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Matt McLain","CIN",129,569,498,127,74,29,3,21,76,80,59,8,147,10,2,0,1,16,5,0.25502,0.103691,0.258348,0.401361,0.344464,0.451807,0.341862,0.796271,0.196787,5.53669,0.319277,,0.109491,81.0703,14.5098,113.289,0.109491,3.4,9.151329629123211,9.672046184539795,3.90097,999,,,,,,,735.2,5.699224806,735.2,5.699224806,,,,,,,,,,,,,,,,,,,"Matt McLain","29695",680574
"Pete Crow-Armstrong","CHC",142,560,508,130,84,23,6,17,85,75,34,3,132,9,3,6,2,31,5,0.255906,0.0607143,0.235714,0.257576,0.312274,0.425197,0.317865,0.737471,0.169291,8.21217,0.312155,,3.19631,68.9719,3.46419,106.157,3.19631,9.5,7.319361209869385,11.557613134384155,3.87555,999,,,,,,,654.6,4.609859154,654.6,4.609859154,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"James Wood","WSN",149,640,558,149,89,32,4,24,92,87,76,5,155,3,3,0,2,18,6,0.267025,0.11875,0.242188,0.490323,0.35625,0.467742,0.35473,0.823992,0.200717,5.72016,0.327225,,-0.116503,97.8147,22.9488,128.788,-0.116503,0.7,21.915502063930035,-6.354673683643341,3.80821,999,,,,,,,872,5.852348993,872,5.852348993,,,,,,,,,,,,,,,,,,,"James Wood","29518",695578
"Jazz Chisholm Jr.","NYY",135,553,496,126,78,21,3,24,73,82,49,4,133,4,3,1,3,26,7,0.254032,0.0886076,0.240506,0.368421,0.324275,0.453629,0.333885,0.777904,0.199597,6.11927,0.298246,,1.36262,75.24,10.5511,118.646,1.36262,2.5,13.160659909248352,4.531893014907837,3.73112,999,,,,,,,702,5.2,702,5.2,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"William Contreras","MIL",135,567,500,131,84,27,1,19,74,72,62,16,118,3,2,0,3,5,1,0.262,0.109347,0.208113,0.525424,0.345679,0.434,0.330902,0.779679,0.172,3.68001,0.306849,,-0.454699,75.7835,9.45691,112.014,-0.454699,-1,7.691068649291992,9.416666984558105,3.7169,999,,,,,,,697.9,5.169629629,697.9,5.169629629,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Anthony Volpe","NYY",152,645,578,141,87,33,4,17,85,76,54,8,139,8,4,1,1,24,5,0.243945,0.0837209,0.215504,0.388489,0.315217,0.403114,0.309387,0.718332,0.15917,6.35923,0.29108,,1.66214,75.0397,-0.411189,101.413,1.66214,4.6,2.705316424369812,11.70978832244873,3.70938,999,,,,,,,707.5,4.654605263,707.5,4.654605263,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Vladimir Guerrero Jr.","TOR",152,665,583,166,105,33,0,28,89,95,73,20,90,6,3,0,8,4,2,0.284734,0.109774,0.135338,0.811111,0.368421,0.48542,0.360016,0.853841,0.200686,2.4996,0.294872,,-1.30437,104.465,26.6745,138.382,-1.30437,-2.2,27.90011489391327,-14.417078256607056,3.68197,999,,,,,,,944.5,6.213815789,944.5,6.213815789,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Jordan Westburg","BAL",123,520,472,123,75,27,3,18,71,71,37,8,113,8,2,1,0,6,2,0.260593,0.0711538,0.217308,0.327434,0.323699,0.444915,0.327607,0.768615,0.184322,4.96912,0.306122,,-0.493964,68.1229,7.29426,116.861,-0.493964,6.5,9.537969678640366,8.410640835762024,3.64396,999,,,,,,,622.2,5.058536585,622.2,5.058536585,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
"Isaac Paredes","HOU",152,598,511,123,72,25,1,25,68,89,69,14,96,14,4,0,1,1,1,0.240705,0.115385,0.160535,0.71875,0.344482,0.440313,0.335033,0.784795,0.199609,2.13206,0.248731,,-1.31784,81.9154,11.9625,121.005,-1.31784,-0.1,13.054597616195679,2.0972370132803917,3.62365,999,,,,,,,739.1,4.8625,739.1,4.8625,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Brayden Taylor","TBR",118,524,463,106,57,27,4,18,75,68,55,3,156,2,3,1,0,14,4,0.228942,0.104962,0.29771,0.352564,0.311663,0.421166,0.316645,0.73283,0.192225,6.49424,0.30137,,0.303916,64.0235,2.72697,110.575,0.303916,8.4,6.644533663988113,10.325337648391724,3.55665,999,,,,,,,587.3,4.977118644,587.3,4.977118644,,,,,,,,,,,,,,,,,,,"Brayden Taylor","sa3022921",694966
"Corey Seager","TEX",120,525,465,121,75,23,1,22,64,71,52,9,92,4,4,0,8,1,1,0.260215,0.0990476,0.175238,0.565217,0.337143,0.455914,0.337549,0.793057,0.195699,2.29236,0.278873,,-1.16788,72.9787,11.5652,121.247,-1.16788,-0.6,11.595380783081055,5.187036871910095,3.54073,999,,,,,,,658.9,5.490833333,658.9,5.490833333,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Ezequiel Tovar","COL",152,651,610,165,98,39,3,25,85,93,30,15,154,4,4,3,1,6,4,0.270492,0.046083,0.236559,0.194805,0.307099,0.467213,0.323158,0.774312,0.196721,4.20914,0.321839,,-1.34344,82.953,6.80031,94.0688,-1.34344,11.3,-5.960739970207214,18.4759259223938,3.53149,999,,,,,,,781.4,5.140789473,781.4,5.140789473,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Masyn Winn","STL",152,665,604,155,104,31,4,16,94,77,50,6,111,3,5,3,1,12,4,0.256623,0.075188,0.166917,0.45045,0.314199,0.400662,0.308264,0.714862,0.14404,5.58072,0.288382,,-0.411781,76.7657,-1.02476,98.6175,-0.411781,5.9,-1.5111691355705261,13.230247020721436,3.49742,999,,,,,,,697.7,4.590131578,697.7,4.590131578,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Austin Riley","ATL",137,591,527,140,82,29,2,27,81,82,50,11,141,9,5,0,1,1,0,0.265655,0.0846024,0.238579,0.35461,0.336717,0.481973,0.345787,0.818691,0.216319,3.01115,0.31044,,-0.826015,86.0717,16.9376,121.212,-0.826015,-2.7,14.164900422096252,-0.5284833908081055,3.44094,999,,,,,,,785.2,5.731386861,785.2,5.731386861,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Mookie Betts","LAD",121,546,467,124,77,27,1,19,82,71,70,6,78,5,4,0,3,9,2,0.265525,0.128205,0.142857,0.897436,0.364469,0.449679,0.351851,0.814148,0.184154,4.47848,0.280749,,-0.162306,82.183,18.313,128.185,-0.162306,-9.2,18.239919036626816,-3.18148136138916,3.43303,999,,,,,,,726.5,6.004132231,726.5,6.004132231,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Roman Anthony","BOS",132,605,531,137,83,32,5,17,85,78,67,3,146,4,3,0,2,12,5,0.258004,0.110744,0.241322,0.458904,0.343802,0.433145,0.337379,0.776947,0.175141,5.72267,0.32345,,-0.816788,84.0166,13.2449,115.315,-0.816788,1,9.784691751003265,3.222957134246826,3.4263,999,,,,,,,739.1,5.599242424,739.1,5.599242424,,,,,,,,,,,,,,,,,,,"Roman Anthony","sa3020211",701350
"Jackson Chourio","MIL",152,625,574,155,98,30,3,24,88,94,44,9,121,3,3,1,3,26,7,0.270035,0.0704,0.1936,0.363636,0.323718,0.458188,0.332165,0.781906,0.188153,5.99667,0.303241,,1.29159,84.1711,11.0598,112.864,1.29159,6.8,10.906160235404968,-0.08932971954345703,3.26667,999,,,,,,,794.5,5.226973684,794.5,5.226973684,,,,,,,,,,,,,,,,,,,"Jackson Chourio","28806",694192
"Jarren Duran","BOS",142,607,551,142,82,35,8,17,85,71,47,5,135,6,2,1,1,20,4,0.257713,0.07743,0.222405,0.348148,0.321782,0.442831,0.327842,0.764613,0.185118,7.34196,0.311721,,1.35396,79.635,8.62936,108.606,1.35396,1.7,7.331161975860596,3.9303057193756104,3.25285,999,,,,,,,736.9,5.189436619,736.9,5.189436619,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"Will Smith","LAD",127,532,458,112,72,21,2,17,68,66,54,9,99,12,8,0,4,2,0,0.244541,0.101504,0.18609,0.545455,0.334586,0.41048,0.320273,0.745067,0.165939,3.80337,0.271429,,-0.618122,66.5545,4.32221,106.931,-0.618122,0.2,3.7910653352737427,9.973662570118904,3.25127,999,,,,,,,603.1,4.748818897,603.1,4.748818897,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Coby Mayo","BAL",131,554,493,123,71,28,2,22,74,83,50,11,140,8,3,0,2,3,2,0.249493,0.0902527,0.252708,0.357143,0.326715,0.448276,0.328978,0.774991,0.198783,3.77003,0.302395,,-1.14132,73.188,8.38214,117.825,-1.14132,0.5,10.157503724098206,2.535567283630371,3.21823,999,,,,,,,669.3,5.109160305,669.3,5.109160305,,,,,,,,,,,,,,,,,,,"Coby Mayo","28312",691723
"Alejandro Kirk","TOR",114,416,365,96,69,18,0,9,34,46,42,13,49,4,5,0,1,0,0,0.263014,0.100962,0.117788,0.857143,0.341346,0.386301,0.309504,0.727648,0.123288,0.729097,0.278846,,-0.805027,48.4369,-0.22601,102.85,-0.805027,8.9,0.5516188740730286,16.54256296157837,3.19766,999,,,,,,,447.4,3.924561403,447.4,3.924561403,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"CJ Abrams","WSN",151,629,568,147,92,31,4,20,90,75,40,7,115,15,4,2,2,30,8,0.258803,0.063593,0.18283,0.347826,0.322169,0.433099,0.324034,0.755268,0.174296,6.81628,0.290618,,1.65501,80.5935,7.01432,108.128,1.65501,-4.7,7.768311023712158,2.233421802520752,3.19625,999,,,,,,,755.5,5.003311258,755.5,5.003311258,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Colton Cowser","BAL",143,574,501,126,79,25,2,20,83,79,60,10,157,9,4,0,2,7,3,0.251497,0.10453,0.273519,0.382166,0.339721,0.429142,0.330012,0.768863,0.177645,4.6606,0.323171,,-0.904173,76.3079,9.16248,118.552,-0.904173,6.5,11.280286192893982,0.17283964157104492,3.15903,999,,,,,,,688.4,4.813986013,688.4,4.813986013,,,,,,,,,,,,,,,,,,,"Colton Cowser","29591",681297
"Oneil Cruz","PIT",142,596,534,137,80,29,3,25,83,83,56,7,158,3,3,0,4,17,3,0.256554,0.0939597,0.265101,0.35443,0.328859,0.462547,0.337613,0.791406,0.205993,5.85872,0.316384,,1.14318,82.8787,13.1597,114.316,1.14318,-3,11.34633469581604,-0.8101117610931396,3.13795,999,,,,,,,770.3,5.424647887,770.3,5.424647887,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Gabriel Moreno","ARI",107,397,350,97,70,19,1,7,43,46,39,13,62,4,4,0,1,3,1,0.277143,0.0982368,0.156171,0.629032,0.352645,0.397143,0.318462,0.749788,0.12,3.19097,0.315789,,-0.594249,49.0871,2.64679,102.379,-0.594249,9.2,0.5350878238677979,16.49350357055664,3.12406,999,,,,,,,451.7,4.221495327,451.7,4.221495327,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Nico Hoerner","CHC",139,587,534,143,106,27,2,8,72,55,39,10,62,11,3,0,1,21,4,0.26779,0.0664395,0.105622,0.629032,0.32879,0.370787,0.302972,0.699577,0.102996,5.66446,0.289079,,1.42768,65.2613,-3.40488,96.1332,1.42768,9.5,-1.2865691184997559,11.656819581985474,3.08986,999,,,,,,,610.4,4.391366906,610.4,4.391366906,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Kyle Tucker","CHC",125,523,451,117,71,24,1,21,69,72,67,9,80,1,4,0,5,14,2,0.259423,0.128107,0.152964,0.8375,0.353729,0.456763,0.346361,0.810491,0.197339,4.69034,0.271186,,0.963972,76.4101,15.2306,125.337,0.963972,1.3,16.80990719795227,-4.464991331100464,3.07368,999,,,,,,,701.9,5.6152,701.9,5.6152,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Rafael Devers","BOS",141,608,535,138,77,32,2,27,82,88,63,13,132,6,4,0,11,3,1,0.257944,0.103618,0.217105,0.477273,0.340461,0.476636,0.345094,0.817096,0.218692,3.42661,0.292105,,-0.854699,88.2085,17.0859,120.741,-0.854699,-7,13.574648439884186,-4.766020059585571,3.00297,999,,,,,,,805.7,5.714184397,805.7,5.714184397,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Francisco Alvarez","NYM",131,481,424,101,59,18,1,23,59,73,48,15,114,6,3,0,1,1,1,0.238208,0.0997921,0.237006,0.421053,0.322245,0.448113,0.322735,0.770359,0.209906,2.38569,0.268966,,-0.978464,61.1272,4.86078,110.403,-0.978464,-0.8,5.005066275596619,8.036713778972626,3.00121,999,,,,,,,576.8,4.403053435,576.8,4.403053435,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Yainer Diaz","HOU",135,552,517,144,96,26,2,20,65,80,26,20,97,3,6,0,1,1,0,0.27853,0.0471014,0.175725,0.268041,0.313406,0.452611,0.315277,0.766017,0.174081,2.85022,0.305419,,-0.628704,66.8367,2.26482,107.108,-0.628704,-3.5,3.8607017397880554,6.6410932540893555,2.98504,999,,,,,,,653.1,4.837777777,653.1,4.837777777,,,,,,,,,,,,,,,,,,,"Yainer Diaz","23003",673237
"Patrick Bailey","SFG",104,400,359,84,57,17,1,9,42,43,34,8,94,2,4,1,0,3,0,0.233983,0.085,0.235,0.361702,0.300752,0.362117,0.283829,0.662869,0.128134,3.92653,0.288462,,-0.0708559,38.3081,-8.48313,82.6702,-0.0708559,16.5,-8.360096730291843,23.848618507385254,2.97532,999,,,,,,,364.7,3.506730769,364.7,3.506730769,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Andy Pages","LAD",139,574,510,129,74,29,2,24,81,83,47,8,135,12,5,0,1,3,3,0.252941,0.0818815,0.235192,0.348148,0.327526,0.458824,0.334831,0.78635,0.205882,3.57567,0.294944,,-1.60157,78.5344,11.389,116.729,-1.60157,-2.6,9.881280899047852,-0.49094629287719727,2.94394,999,,,,,,,707.8,5.09208633,707.8,5.09208633,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Willy Adames","SFG",143,608,544,130,78,32,0,20,71,75,59,11,139,2,3,0,2,10,3,0.238971,0.0970395,0.228618,0.42446,0.314145,0.408088,0.308922,0.722233,0.169118,3.60611,0.283505,,-0.225249,70.5077,-0.615016,99.5594,-0.225249,2.1,-0.5455603301525116,8.801939964294434,2.94377,999,,,,,,,658.4,4.604195804,658.4,4.604195804,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Dalton Rushing","LAD",113,494,428,99,57,21,1,20,58,76,50,6,118,14,2,0,1,1,1,0.231308,0.101215,0.238866,0.423729,0.32996,0.425234,0.327023,0.755193,0.193925,2.43923,0.270548,,-1.11264,64.4845,6.69735,111.474,-1.11264,-2.9,5.665485978126526,6.175543308258057,2.92191,999,,,,,,,572.1,5.062831858,572.1,5.062831858,,,,,,,,,,,,,,,,,,,"Dalton Rushing","sa3019892",687221
"Alex Freeland","LAD",135,601,530,125,82,26,2,15,79,75,59,5,151,10,2,0,1,17,3,0.235849,0.0981697,0.251248,0.390728,0.322795,0.377358,0.307475,0.700154,0.141509,5.53997,0.300546,,1.03269,68.9956,-1.30822,98.3164,1.03269,1.7,-0.17727172374725342,8.324779748916626,2.90845,999,,,,,,,628.7,4.657037037,628.7,4.657037037,,,,,,,,,,,,,,,,,,,"Alex Freeland","sa3020653",690976
"Mark Vientos","NYM",144,589,532,131,77,25,1,28,70,91,48,12,166,5,4,0,1,0,0,0.246241,0.0814941,0.281834,0.289157,0.312394,0.454887,0.323469,0.767281,0.208647,1.75627,0.30117,,-0.931306,75.2003,6.30023,110.897,-0.931306,-0.5,6.743761122226715,1.664168119430542,2.89407,999,,,,,,,702,4.875,702,4.875,,,,,,,,,,,,,,,,,,,"Mark Vientos","22184",668901
"Dylan Crews","WSN",130,580,522,131,84,27,4,16,71,71,42,10,119,11,5,0,0,25,7,0.250958,0.0724138,0.205172,0.352941,0.317241,0.409962,0.310634,0.727203,0.159004,6.21277,0.293367,,1.16262,68.0597,0.212435,99.1084,1.16262,5.7,0.5442277193069458,7.831099271774292,2.85975,999,,,,,,,650,5,650,5,,,,,,,,,,,,,,,,,,,"Dylan Crews","33541",686611
"Junior Caminero","TBR",127,546,504,132,86,20,2,24,66,81,36,10,106,4,2,0,2,3,2,0.261905,0.0659341,0.194139,0.339623,0.315018,0.452381,0.324785,0.767399,0.190476,3.19072,0.287234,,-1.12553,70.2886,6.41858,116.301,-1.12553,-1.6,9.05841851234436,0.40617287158966064,2.85726,999,,,,,,,650.3,5.12047244,650.3,5.12047244,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Carter Jensen","KCR",135,586,515,119,75,25,4,15,64,68,63,6,141,3,5,0,1,8,2,0.231068,0.107509,0.240614,0.446809,0.3157,0.382524,0.303507,0.698224,0.151456,4.91612,0.285714,,-0.27549,65.4025,-3.14668,92.8153,-0.27549,2.3,-5.09287166595459,13.065726041793823,2.84091,999,,,,,,,595.3,4.409629629,595.3,4.409629629,,,,,,,,,,,,,,,,,,,"Carter Jensen","sa3017339",695600
