Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Will Wagner","TOR",107,463,409,109,77,22,2,8,55,50,46,9,77,4,3,1,0,3,1,0.266504,0.0993521,0.166307,0.597403,0.344156,0.388753,0.316655,0.732909,0.122249,3.84398,0.308868,,-0.736312,56.5742,2.41337,107.88,-0.736312,0.2,3.438526749610901,1.901205137372017,2.1455,999,,,,,,,504.7,4.716822429,504.7,4.716822429,,,,,,,,,,,,,,,,,,,"Will Wagner","29634",695238
"Jake Meyers","HOU",118,412,371,89,58,18,2,11,46,48,30,8,101,7,2,2,0,7,2,0.239892,0.0728155,0.245146,0.29703,0.307317,0.38814,0.297629,0.695457,0.148248,4.82363,0.298851,,-0.0966535,44.0335,-4.1615,94.6944,-0.0966535,8.1,-2.597774587571621,9.613815784454346,2.14304,999,,,,,,,413.1,3.500847457,413.1,3.500847457,,,,,,,,,,,,,,,,,,,"Jake Meyers","20308",676694
"Denzel Clarke","ATH",108,456,413,95,58,19,5,13,60,58,33,5,152,8,2,0,0,17,5,0.230024,0.0723684,0.333333,0.217105,0.298246,0.394673,0.298504,0.692919,0.164649,7.46393,0.328,,0.63308,49.0571,-4.28488,97.7348,0.63308,4.4,-0.5488023161888123,6.075485110282898,2.14071,999,,,,,,,466.1,4.31574074,466.1,4.31574074,,,,,,,,,,,,,,,,,,,"Denzel Clarke","sa3017426",672016
"Evan Carter","TEX",115,477,414,100,63,19,4,14,68,60,54,3,113,7,2,0,1,10,3,0.241546,0.113208,0.236897,0.477876,0.337526,0.408213,0.32621,0.745739,0.166667,6.06177,0.297578,,-0.170002,61.953,6.1545,113.271,-0.170002,3,7.072992950677872,-2.257936477661133,2.13951,999,,,,,,,549.1,4.774782608,549.1,4.774782608,,,,,,,,,,,,,,,,,,,"Evan Carter","27790",694497
"Moises Ballesteros","CHC",135,559,509,126,86,23,1,16,56,68,42,7,109,3,5,0,1,2,1,0.247544,0.0751342,0.194991,0.385321,0.305903,0.390963,0.299535,0.696866,0.143418,2.58444,0.282776,,-0.983667,60.6017,-4.78902,93.8196,-0.983667,-3.1,-5.115006327629089,7.169694423675537,2.13475,999,,,,,,,555.4,4.114074074,555.4,4.114074074,,,,,,,,,,,,,,,,,,,"Moises Ballesteros","sa3015713",694208
"Curtis Mead","TBR",121,515,466,120,80,26,2,12,61,64,34,12,89,10,5,0,1,6,3,0.257511,0.0660194,0.172816,0.382022,0.318447,0.399142,0.304752,0.717588,0.141631,4.14192,0.291892,,-0.89897,57.9943,-2.24941,102.21,-0.89897,1.2,0.40320253372192383,3.0922693014144897,2.13406,999,,,,,,,540.6,4.467768595,540.6,4.467768595,,,,,,,,,,,,,,,,,,,"Curtis Mead","23986",678554
"Connor Norby","MIA",135,612,553,143,90,30,2,21,92,78,50,13,156,5,4,0,0,9,4,0.25859,0.0816993,0.254902,0.320513,0.323529,0.433996,0.321048,0.757526,0.175407,4.78729,0.321053,,-0.861825,76.9444,5.3538,103.132,-0.861825,-3.5,1.4302090406417847,-1.2513227462768555,2.1233,999,,,,,,,714.5,5.292592592,714.5,5.292592592,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Alex Bregman",,126,553,489,118,76,24,1,17,67,67,54,14,74,6,4,0,1,2,1,0.241309,0.0976492,0.133816,0.72973,0.321881,0.398773,0.306932,0.720654,0.157464,2.95439,0.251244,,-0.967882,63.2437,-1.44518,101.238,-0.967882,0.2,-0.1844431757926941,2.231893017888069,2.11533,999,,,,,,,587.9,4.665873015,587.9,4.665873015,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Jordan Lawlar","ARI",102,443,394,94,64,19,3,8,56,51,36,5,101,9,3,1,0,15,5,0.238579,0.0812641,0.227991,0.356436,0.31448,0.362944,0.295825,0.677424,0.124365,6.35118,0.298611,,0.154156,46.7032,-5.11812,87.1421,0.154156,7.5,-6.657243385910988,12.383156776428223,2.11495,999,,,,,,,429.3,4.208823529,429.3,4.208823529,,,,,,,,,,,,,,,,,,,"Jordan Lawlar","29976",691783
"Xavier Edwards","MIA",112,480,428,120,94,19,3,4,57,41,42,6,63,1,3,6,1,23,4,0.280374,0.0875,0.13125,0.666667,0.343882,0.366822,0.310283,0.710704,0.0864486,6.20853,0.318681,,1.94607,56.1896,0.0400798,95.8861,1.94607,-0.4,-0.4152383804321289,4.891005128622055,2.11309,999,,,,,,,515.3,4.600892857,515.3,4.600892857,,,,,,,,,,,,,,,,,,,"Xavier Edwards","22266",669364
"Mike Trout","LAA",68,289,248,61,34,12,1,14,39,39,36,3,81,4,1,0,3,4,0,0.245968,0.124567,0.280277,0.444444,0.349481,0.471774,0.35293,0.821255,0.225806,4.80446,0.305195,,0.239638,43.7508,9.94414,130.277,0.239638,-0.5,10.251566588878632,0.5618753433227539,2.11176,999,,,,,,,393.3,5.783823529,393.3,5.783823529,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Andrés Chaparro","WSN",126,542,490,120,74,26,1,19,63,68,42,14,111,7,3,0,2,2,1,0.244898,0.0774908,0.204797,0.378378,0.311808,0.418367,0.308204,0.730175,0.173469,2.89834,0.278237,,-0.86528,62.5405,-0.861584,97.4728,-0.86528,2.9,-2.503255546092987,4.891475677490234,2.11072,999,,,,,,,589.7,4.68015873,589.7,4.68015873,,,,,,,,,,,,,,,,,,,"Andres Chaparro","21797",665953
"Heliot Ramos","SFG",141,590,536,138,87,26,3,22,73,81,46,13,144,5,3,0,1,6,2,0.257463,0.0779661,0.244068,0.319444,0.320339,0.440298,0.321539,0.760637,0.182836,4.47522,0.310992,,-0.596566,74.4114,5.39436,108.051,-0.596566,2.2,5.083778500556946,-4.303527116775513,2.10974,999,,,,,,,694.9,4.928368794,694.9,4.928368794,,,,,,,,,,,,,,,,,,,"Heliot Ramos","22515",671218
"Seiya Suzuki","CHC",122,520,455,118,74,23,3,18,64,62,56,7,128,4,5,0,3,8,4,0.259341,0.107692,0.246154,0.4375,0.342308,0.441758,0.336081,0.784066,0.182418,4.48661,0.318471,,-1.02236,71.6694,10.8408,118.418,-1.02236,-1.6,10.43027150630951,-7.331922650337219,2.1084,999,,,,,,,642.8,5.268852459,642.8,5.268852459,,,,,,,,,,,,,,,,,,,"Seiya Suzuki","30116",673548
"Anthony Santander","TOR",136,579,518,125,68,29,0,28,69,82,50,11,120,7,4,0,2,2,0,0.241313,0.0863558,0.207254,0.416667,0.314335,0.459459,0.326834,0.773795,0.218147,2.3787,0.259358,,-0.499736,75.4918,7.76153,115.041,-0.499736,-2,9.464575469493866,-8.382275104522705,2.10517,999,,,,,,,704.1,5.177205882,704.1,5.177205882,,,,,,,,,,,,,,,,,,,"Anthony Santander","14551",623993
"Spencer Jones","NYY",119,535,490,117,67,28,5,17,67,70,40,5,195,3,2,0,1,16,7,0.238776,0.0747664,0.364486,0.205128,0.299065,0.420408,0.308061,0.719474,0.181633,6.45618,0.357143,,-0.463749,61.6711,-0.912149,100.481,-0.463749,0.5,-0.16956093907356262,2.4657554626464844,2.07905,999,,,,,,,574.5,4.827731092,574.5,4.827731092,,,,,,,,,,,,,,,,,,,"Spencer Jones","sa3019969",682987
"Brendan Donovan","STL",139,558,491,134,97,25,1,11,64,59,50,7,72,13,3,1,1,4,3,0.272912,0.0896057,0.129032,0.694444,0.35368,0.395112,0.327305,0.748792,0.1222,3.08204,0.29927,,-1.62256,72.9653,7.69154,111.433,-1.62256,1.6,6.006359815597534,-4.550793528556824,2.06943,999,,,,,,,629.2,4.526618705,629.2,4.526618705,,,,,,,,,,,,,,,,,,,"Brendan Donovan","24679",680977
"Juan Brito","CLE",139,623,544,129,81,33,1,14,77,72,65,9,109,7,4,3,1,7,5,0.237132,0.104334,0.17496,0.59633,0.324194,0.378676,0.305618,0.70287,0.141544,3.71117,0.270588,,-1.76154,70.5901,-2.28719,100.012,-1.76154,-1.3,-1.7531800111755729,0.9890947341918945,2.06596,999,,,,,,,626.7,4.508633093,626.7,4.508633093,,,,,,,,,,,,,,,,,,,"Juan Brito","sa3009808",682877
"Cody Bellinger","NYY",125,529,475,121,80,23,1,17,70,73,41,7,86,4,9,0,4,8,3,0.254737,0.0775047,0.162571,0.476744,0.3138,0.414737,0.310601,0.728536,0.16,4.33589,0.272966,,-0.546325,62.061,0.179575,102.267,-0.546325,-0.5,0.8260582089424133,1.4437096118927002,2.05567,999,,,,,,,576.6,4.6128,576.6,4.6128,,,,,,,,,,,,,,,,,,,"Cody Bellinger","15998",641355
"Lars Nootbaar","STL",127,474,404,98,59,22,2,15,62,53,63,7,95,1,5,1,2,6,2,0.242574,0.132911,0.200422,0.663158,0.342495,0.418317,0.328013,0.760812,0.175743,4.39466,0.277592,,-0.525534,62.2515,6.80387,111.91,-0.525534,3.1,6.225139498710632,-2.1248679161071777,2.05367,999,,,,,,,558.8,4.4,558.8,4.4,,,,,,,,,,,,,,,,,,,"Lars Nootbaar","21454",663457
"Freddie Freeman","LAD",115,506,440,121,80,26,1,14,68,62,55,8,87,7,4,0,7,6,1,0.275,0.108696,0.171937,0.632184,0.36166,0.434091,0.343107,0.795751,0.159091,4.07693,0.311953,,-0.262591,72.6012,13.4103,122.3,-0.262591,-0.9,13.230451941490173,-10.19600236415863,2.05365,999,,,,,,,644.9,5.607826086,644.9,5.607826086,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Brayan Rocchio","CLE",136,535,475,116,79,26,2,9,68,56,46,12,97,8,4,2,1,10,5,0.244211,0.0859813,0.181308,0.474227,0.318949,0.364211,0.293837,0.68316,0.12,4.75583,0.286863,,-0.980015,55.5463,-7.03692,91.7249,-0.980015,2.1,-6.04563981294632,7.9972662925720215,2.04347,999,,,,,,,513,3.772058823,513,3.772058823,,,,,,,,,,,,,,,,,,,"Brayan Rocchio","23690",677587
"James Outman","LAD",132,496,429,95,60,15,2,18,70,63,54,3,150,10,3,0,1,10,2,0.221445,0.108871,0.302419,0.36,0.320565,0.391608,0.312657,0.712173,0.170163,5.52289,0.291667,,0.235004,59.0102,0.98909,101.804,0.235004,-0.1,1.305187851190567,1.722457431256771,2.01856,999,,,,,,,532.5,4.034090909,532.5,4.034090909,,,,,,,,,,,,,,,,,,,"James Outman","24770",681546
"J.P. Crawford","SEA",116,497,432,101,70,21,1,9,59,44,56,6,101,6,2,1,0,3,1,0.233796,0.112676,0.203219,0.554455,0.328629,0.349537,0.299749,0.678166,0.115741,3.42177,0.283951,,-0.799452,53.9661,-4.17202,101.02,-0.799452,-2.3,-0.21941059827804565,3.1783950328826904,2.01668,999,,,,,,,473.7,4.083620689,473.7,4.083620689,,,,,,,,,,,,,,,,,,,"J.P. Crawford","15491",641487
"Brett Baty","NYM",122,492,439,106,71,17,0,18,60,64,46,11,120,5,1,1,1,1,1,0.241458,0.0934959,0.243902,0.383333,0.319756,0.403189,0.30946,0.722945,0.161731,2.03604,0.291391,,-1.08107,57.2683,-0.284921,101.468,-1.08107,1.4,-0.2175636887550354,3.2077600955963135,2.00093,999,,,,,,,525.2,4.304918032,525.2,4.304918032,,,,,,,,,,,,,,,,,,,"Brett Baty","26123",683146
"Jonathan Aranda","TBR",111,442,385,99,65,18,1,15,60,59,44,7,106,9,4,0,1,1,1,0.257143,0.0995475,0.239819,0.415094,0.343891,0.425974,0.331505,0.769865,0.168831,2.79871,0.313433,,-1.08107,59.2911,7.58683,121.029,-1.08107,3.2,9.553915858268738,-4.920222997665405,2.00028,999,,,,,,,526.4,4.742342342,526.4,4.742342342,,,,,,,,,,,,,,,,,,,"Jonathan Aranda","21837",666018
"Drake Baldwin","ATL",106,465,412,98,62,21,1,14,52,61,45,10,114,7,1,0,1,0,0,0.237864,0.0967742,0.245161,0.394737,0.322581,0.395631,0.308692,0.718212,0.157767,1.85894,0.294737,,-0.820812,53.8382,-0.556582,96.2445,-0.820812,-1.8,-2.909078538417816,6.742769479751587,1.99519,999,,,,,,,491,4.632075471,491,4.632075471,,,,,,,,,,,,,,,,,,,"Drake Baldwin","sa3019920",686948
"Chandler Simpson","TBR",115,518,472,134,113,18,2,1,74,42,34,3,51,1,1,10,1,49,10,0.283898,0.0656371,0.0984556,0.666667,0.332677,0.336864,0.296091,0.669542,0.0529661,7.08546,0.315914,,4.60554,54.7211,-5.87351,96.1174,4.60554,-2.2,2.304295778274536,-0.2967078685760498,1.99072,999,,,,,,,521.5,4.534782608,521.5,4.534782608,,,,,,,,,,,,,,,,,,,"Chandler Simpson","sa3020219",802415
"Kameron Misner","TBR",111,475,416,89,54,22,2,11,57,54,53,5,156,4,2,0,1,15,3,0.213942,0.111579,0.328421,0.339744,0.307368,0.355769,0.291265,0.663138,0.141827,5.97475,0.310757,,0.948384,48.3338,-7.23083,92.7229,0.948384,4.7,-3.0067083835601807,6.44529664516449,1.99047,999,,,,,,,452.1,4.072972972,452.1,4.072972972,,,,,,,,,,,,,,,,,,,"Kameron Misner","26374",670224
"Jonathan India","KCR",130,554,470,117,76,27,2,12,72,53,62,12,104,16,5,1,0,9,2,0.248936,0.111913,0.187726,0.596154,0.352622,0.391489,0.3228,0.744111,0.142553,4.74875,0.292479,,-0.130737,70.4335,5.6276,106.386,-0.130737,-5.2,3.9173970818519592,-3.1644325256347656,1.98509,999,,,,,,,633.2,4.87076923,633.2,4.87076923,,,,,,,,,,,,,,,,,,,"Jonathan India","21523",663697
"Brandon Marsh","PHI",128,459,405,100,64,19,4,13,54,58,47,4,136,3,3,1,1,12,3,0.246914,0.102397,0.296296,0.345588,0.327511,0.409877,0.319519,0.737387,0.162963,5.86162,0.335907,,0.316814,57.1435,3.45055,104.135,0.316814,6.4,2.5866252779960632,1.3404765129089355,1.9842,999,,,,,,,519.5,4.05859375,519.5,4.05859375,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Tre' Morgan","TBR",115,502,453,124,88,24,2,10,68,62,40,3,64,7,2,0,0,10,5,0.273731,0.0796813,0.12749,0.625,0.340637,0.401766,0.324474,0.742403,0.128035,4.70053,0.299213,,-1.06683,64.4986,5.77559,116.082,-1.06683,3.5,8.170693159103394,-5.722516059875488,1.98114,999,,,,,,,562.4,4.890434782,562.4,4.890434782,,,,,,,,,,,,,,,,,,,"Tre' Morgan","sa3022919",691003
"Iván Herrera","STL",97,395,343,85,58,16,2,9,48,43,44,8,82,5,3,0,0,5,1,0.247813,0.111392,0.207595,0.536585,0.339241,0.38484,0.313298,0.72408,0.137026,4.55996,0.298039,,-0.186356,47.1979,0.991587,102.005,-0.186356,-2,0.760901004076004,5.256760597229004,1.97999,999,,,,,,,429.1,4.42371134,429.1,4.42371134,,,,,,,,,,,,,,,,,,,"Ivan Herrera","20599",671056
"Owen Caissie","CHC",137,596,528,132,86,27,2,17,64,75,59,6,177,5,3,1,2,7,4,0.25,0.0989933,0.29698,0.333333,0.329412,0.405303,0.318922,0.734715,0.155303,3.82633,0.341246,,-1.35653,73.9131,4.19413,106.869,-1.35653,2.3,3.5388083457946777,-4.269665002822876,1.97431,999,,,,,,,654.8,4.779562043,654.8,4.779562043,,,,,,,,,,,,,,,,,,,"Owen Caissie","sa3014465",683357
"Heston Kjerstad","BAL",115,467,415,107,71,19,2,15,61,67,36,6,111,12,4,0,2,2,1,0.257831,0.0770878,0.237687,0.324324,0.331906,0.421687,0.324677,0.753593,0.163855,3.7847,0.313993,,-0.89685,60.0781,5.44938,114.799,-0.89685,1.6,7.011175632476807,-3.547707438468933,1.96549,999,,,,,,,536.7,4.666956521,536.7,4.666956521,,,,,,,,,,,,,,,,,,,"Heston Kjerstad","31166",677008
"Luke Adams","MIL",117,484,384,73,44,15,1,13,52,78,60,11,130,37,3,0,1,15,7,0.190104,0.123967,0.268595,0.461538,0.35124,0.335938,0.309221,0.687177,0.145833,4.94934,0.245902,,-0.86106,56.244,-0.373383,97.4211,-0.86106,3.4,-2.3536588549613953,5.178365707397461,1.95633,999,,,,,,,496.1,4.24017094,496.1,4.24017094,,,,,,,,,,,,,,,,,,,"Luke Adams","sa3020135",702726
"Michael Busch","CHC",138,572,498,120,71,27,1,21,79,70,62,8,150,8,4,0,1,2,1,0.240964,0.108392,0.262238,0.413333,0.332168,0.425703,0.326379,0.757871,0.184739,3.175,0.299094,,-1.0547,74.3697,7.4582,111.888,-1.0547,3.3,7.0764840841293335,-7.208523988723755,1.95362,999,,,,,,,666.4,4.828985507,666.4,4.828985507,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"Ryan Ritter","COL",112,472,417,107,70,22,2,13,66,66,35,5,122,13,2,5,1,11,1,0.256595,0.0741525,0.258475,0.286885,0.331906,0.41247,0.322898,0.744376,0.155875,5.96588,0.330986,,0.90315,60.0454,4.83174,93.8938,0.90315,0.5,-2.5433117747306824,5.702821731567383,1.94963,999,,,,,,,541.7,4.836607142,541.7,4.836607142,,,,,,,,,,,,,,,,,,,"Ryan Ritter","sa3020206",690022
"Gleyber Torres","DET",143,607,538,136,95,25,1,15,69,57,60,12,108,3,5,1,0,6,3,0.252788,0.0988468,0.177924,0.555556,0.328383,0.386617,0.30757,0.715,0.133829,3.40933,0.288095,,-1.16731,69.731,-1.27464,101.332,-1.16731,-3.4,-0.24186062812805176,-1.169694423675537,1.94401,999,,,,,,,634.8,4.439160839,634.8,4.439160839,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Luis García Jr.","WSN",142,556,520,139,94,26,3,16,65,68,32,12,83,0,4,0,2,12,4,0.267308,0.057554,0.149281,0.385542,0.307554,0.421154,0.306696,0.728708,0.153846,4.90987,0.289412,,-0.119762,63.481,-1.55876,96.4576,-0.119762,0.7,-2.4749663323163986,2.7429158091545105,1.9399,999,,,,,,,608.9,4.288028169,608.9,4.288028169,,,,,,,,,,,,,,,,,,,"Luis Garcia Jr.","20391",671277
"Ryan Jeffers","MIN",106,391,344,79,46,17,1,15,44,50,33,9,90,9,3,2,0,2,0,0.229651,0.084399,0.230179,0.366667,0.311054,0.415698,0.308524,0.726752,0.186047,3.57553,0.264463,,-0.223501,45.2177,-0.520766,101.489,-0.223501,-1.9,0.44259873032569885,5.28327476978302,1.9375,999,,,,,,,424.2,4.001886792,424.2,4.001886792,,,,,,,,,,,,,,,,,,,"Ryan Jeffers","24618",680777
"Michael Arroyo","SEA",127,616,538,121,76,24,3,18,86,87,50,12,161,23,5,0,0,9,4,0.224907,0.0811688,0.261364,0.310559,0.314935,0.381041,0.300548,0.695976,0.156134,5.54202,0.282967,,-0.901287,67.2833,-4.77515,101.582,-0.901287,-4.3,0.2134348750114441,-2.036625623703003,1.93248,999,,,,,,,620.4,4.88503937,620.4,4.88503937,,,,,,,,,,,,,,,,,,,"Michael Arroyo","sa3018429",703197
"Spencer Torkelson","DET",148,642,563,133,72,32,1,28,87,85,67,14,161,7,5,0,1,2,0,0.236234,0.104361,0.250779,0.416149,0.32243,0.445826,0.325111,0.768256,0.209591,3.19229,0.277045,,-0.6418,82.8156,7.71567,113.671,-0.6418,-0.3,9.400818049907684,-12.094532787799835,1.93209,999,,,,,,,769.3,5.197972972,769.3,5.197972972,,,,,,,,,,,,,,,,,,,"Spencer Torkelson","27465",679529
"Nacho Alvarez Jr.","ATL",132,572,506,127,97,20,1,9,64,62,53,19,110,11,2,0,1,13,3,0.250988,0.0926573,0.192308,0.481818,0.333916,0.347826,0.292954,0.681742,0.0968379,4.54916,0.303342,,0.264257,58.9816,-7.92985,85.6521,0.264257,2.8,-9.549733757972717,9.105114698410034,1.92133,999,,,,,,,561.8,4.256060606,561.8,4.256060606,,,,,,,,,,,,,,,,,,,"Nacho Alvarez Jr.","31765",805373
"JJ Bleday","ATH",141,572,503,113,62,29,2,20,67,65,64,7,119,3,2,0,1,3,2,0.224652,0.111888,0.208042,0.537815,0.314685,0.409543,0.312669,0.724228,0.184891,3.21746,0.254098,,-1.17289,68.0578,1.14639,107.699,-1.17289,-6.7,3.8658509254455566,-4.598294973373413,1.89365,999,,,,,,,614.4,4.357446808,614.4,4.357446808,,,,,,,,,,,,,,,,,,,"JJ Bleday","26368",668709
"Spencer Horwitz","PIT",135,575,497,134,88,34,1,11,67,61,66,13,97,8,4,0,2,3,2,0.269618,0.114783,0.168696,0.680412,0.361739,0.408451,0.33214,0.77019,0.138833,2.87928,0.312977,,-1.38598,77.4259,10.1635,110.633,-1.38598,3.8,5.925110101699829,-6.763638734817505,1.89097,999,,,,,,,683.2,5.06074074,683.2,5.06074074,,,,,,,,,,,,,,,,,,,"Spencer Horwitz","26477",687462
"Jhostynxon Garcia","BOS",115,494,453,112,67,23,5,17,69,71,30,3,119,9,2,0,1,7,4,0.247241,0.0607287,0.240891,0.252101,0.305668,0.432671,0.317328,0.738339,0.18543,5.7523,0.297806,,-1.03295,60.6296,2.84244,101.21,-1.03295,0.3,-0.3489280343055725,2.1151087880134583,1.88316,999,,,,,,,548.3,4.767826086,548.3,4.767826086,,,,,,,,,,,,,,,,,,,"Jhostynxon Garcia","sa3015523",691373
"Thomas Saggese","STL",142,598,549,137,91,26,3,17,75,78,32,16,141,11,5,1,0,7,3,0.249545,0.0535117,0.235786,0.22695,0.301508,0.400729,0.29503,0.702236,0.151184,4.72047,0.30303,,-0.746325,62.6617,-7.29121,89.71,-0.746325,-0.2,-8.10464334487915,6.391710564494133,1.87976,999,,,,,,,604.4,4.256338028,604.4,4.256338028,,,,,,,,,,,,,,,,,,,"Thomas Saggese","27883",695336
"Jack Suwinski","PIT",141,519,448,106,59,22,2,23,63,70,60,3,145,5,5,1,3,10,2,0.236607,0.115607,0.279383,0.413793,0.330116,0.448661,0.335575,0.778777,0.212054,4.74533,0.291228,,0.235004,71.32,10.6084,112.945,0.235004,-9.3,8.268767029047012,-7.393033742904663,1.87542,999,,,,,,,645.4,4.577304964,645.4,4.577304964,,,,,,,,,,,,,,,,,,,"Jack Suwinski","22244",669261
"Randy Arozarena","SEA",135,573,493,117,74,25,1,17,72,62,60,9,147,16,4,0,1,15,7,0.237323,0.104712,0.256545,0.408163,0.336824,0.395538,0.318634,0.732361,0.158215,4.58454,0.3003,,-0.947876,70.9279,3.89946,114.304,-0.947876,-3.1,8.430317461490631,-9.4161376953125,1.87092,999,,,,,,,637.1,4.719259259,637.1,4.719259259,,,,,,,,,,,,,,,,,,,"Randy Arozarena","19290",668227
"Trent Grisham","NYY",120,412,355,75,41,19,1,14,47,48,47,6,106,5,2,3,1,6,2,0.211268,0.114078,0.257282,0.443396,0.310513,0.388732,0.303038,0.699246,0.177465,4.25835,0.257384,,-0.296654,45.827,-2.36792,96.9476,-0.296654,4.5,-1.7355827391147614,6.013815402984619,1.86029,999,,,,,,,419.2,3.493333333,419.2,3.493333333,,,,,,,,,,,,,,,,,,,"Trent Grisham","18564",663757
"Gage Workman","CHC",120,510,465,107,67,23,4,13,67,64,40,7,170,3,2,0,1,14,6,0.230108,0.0784314,0.333333,0.235294,0.294118,0.380645,0.289927,0.674763,0.150538,6.37654,0.330986,,-0.442958,51.3458,-8.31299,87.353,-0.442958,7.2,-8.155911952257156,9.07389748096466,1.84883,999,,,,,,,484.7,4.039166666,484.7,4.039166666,,,,,,,,,,,,,,,,,,,"Gage Workman","sa3014441",669398
"Kody Huff","CLE",97,382,343,78,55,16,1,6,38,38,32,9,98,5,1,1,0,3,0,0.227405,0.0837696,0.256545,0.326531,0.301837,0.332362,0.273935,0.634199,0.104956,4.00363,0.3,,-0.055071,33.5421,-11.1435,77.7254,-0.055071,7.8,-9.791046313941479,14.817930698394775,1.83432,999,,,,,,,319,3.288659793,319,3.288659793,,,,,,,,,,,,,,,,,,,"Kody Huff","sa3019982",687627
"Brandon Lowe","TBR",103,415,369,85,49,18,1,17,52,56,39,5,109,5,2,0,1,4,0,0.230352,0.0939759,0.262651,0.357798,0.310843,0.422764,0.31524,0.733608,0.192412,4.36626,0.277551,,0.105467,50.2365,1.69057,109.587,0.105467,-2.3,4.657992839813232,-0.775161623954773,1.82978,999,,,,,,,464.3,4.50776699,464.3,4.50776699,,,,,,,,,,,,,,,,,,,"Brandon Lowe","18882",664040
"Taylor Trammell","HOU",108,412,357,80,45,19,1,15,52,55,46,3,120,5,3,1,1,9,3,0.22409,0.11165,0.291262,0.383333,0.318735,0.408964,0.31637,0.727698,0.184874,4.79561,0.288889,,-0.149014,50.248,2.05306,107.877,-0.149014,4.8,3.564427137374878,0.25855398178100586,1.81327,999,,,,,,,454.5,4.208333333,454.5,4.208333333,,,,,,,,,,,,,,,,,,,"Taylor Trammell","19960",666211
"Creed Willems","BAL",110,446,405,88,54,17,1,16,41,58,30,8,104,6,4,1,1,1,1,0.217284,0.0672646,0.233184,0.288462,0.278652,0.382716,0.281015,0.661368,0.165432,2.19996,0.249135,,-0.852185,41.7034,-10.4689,84.0868,-0.852185,3.4,-8.972954511642456,11.593709468841553,1.80616,999,,,,,,,400.3,3.639090909,400.3,3.639090909,,,,,,,,,,,,,,,,,,,"Creed Willems","sa3017562",695735
"Manny Machado","SDP",124,526,480,120,79,23,0,18,60,72,41,16,104,1,4,0,4,5,1,0.25,0.0779468,0.197719,0.394231,0.307985,0.410417,0.300684,0.718401,0.160417,3.15263,0.281768,,-0.233711,57.5107,-4.01977,95.7243,-0.233711,0.9,-2.9230699241161346,2.83268666267395,1.79971,999,,,,,,,560.6,4.520967741,560.6,4.520967741,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Alek Thomas","ARI",124,463,423,110,72,22,5,11,62,56,31,8,85,3,4,2,1,8,3,0.260047,0.0669546,0.183585,0.364706,0.312364,0.413712,0.308139,0.726076,0.153664,5.88855,0.299094,,-0.388477,53.4005,-0.760339,95.4303,-0.388477,3.2,-2.918539047241211,4.9012051820755005,1.79714,999,,,,,,,497.5,4.012096774,497.5,4.012096774,,,,,,,,,,,,,,,,,,,"Alek Thomas","23792",677950
"Pete Alonso",,141,603,522,122,71,23,1,27,73,86,63,15,140,13,5,0,6,3,0,0.233716,0.104478,0.232172,0.45,0.328358,0.436782,0.32453,0.76514,0.203065,3.22601,0.263889,,-0.4418,77.5029,6.96517,111.611,-0.4418,0.4,7.9308894872665405,-10.678042024374008,1.79015,999,,,,,,,721.1,5.114184397,721.1,5.114184397,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Ryan McMahon","COL",129,527,466,113,71,24,1,17,60,59,55,10,148,3,3,0,2,3,3,0.242489,0.104364,0.280835,0.371622,0.324478,0.407725,0.313951,0.732203,0.165236,2.7534,0.315789,,-1.55422,63.2476,1.60012,87.8724,-1.55422,7,-9.196920037269592,8.936360955238342,1.78558,999,,,,,,,573.2,4.443410852,573.2,4.443410852,,,,,,,,,,,,,,,,,,,"Ryan McMahon","15112",641857
"Alejandro Osuna","TEX",111,496,443,111,70,23,3,15,72,67,35,4,126,8,2,8,1,10,4,0.250564,0.0705645,0.254032,0.277778,0.315574,0.417607,0.316551,0.733181,0.167043,5.80221,0.315789,,-0.4803,60.5647,2.54359,106.476,-0.4803,-4.3,3.1951399445533752,-2.477542757987976,1.78175,999,,,,,,,540.2,4.866666666,540.2,4.866666666,,,,,,,,,,,,,,,,,,,"Alejandro Osuna","sa3015127",696030
