Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Mike Ford","MIN",88,323,286,62,39,11,1,11,31,39,32,6,81,4,1,0,1,1,0,0.216783,0.0990712,0.250774,0.395062,0.303406,0.377622,0.293752,0.681028,0.160839,2.79692,0.261538,,-0.344577,33.5134,-4.27051,91.0978,-0.344577,0,-3.6346312165260315,-8.307613372802734,-0.121338,999,,,,,,,312.1,3.546590909,312.1,3.546590909,,,,,,,,,,,,,,,,,,,"Mike Ford","15585",645801
"Parker Chavers","CHC",93,356,325,72,54,10,2,6,40,32,27,6,97,2,1,1,0,12,4,0.221538,0.0758427,0.272472,0.278351,0.284507,0.32,0.262311,0.604507,0.0984615,5.91604,0.295964,,0.172258,27.9285,-13.7157,68.7652,0.172258,4,-13.124616175889969,0.07583785057067871,-0.123275,999,,,,,,,273.6,2.941935483,273.6,2.941935483,,,,,,,,,,,,,,,,,,,"Parker Chavers","sa3017939",685091
"Trei Cruz","DET",107,463,412,84,58,17,2,7,51,40,46,6,129,1,2,2,1,5,4,0.203883,0.0993521,0.278618,0.356589,0.284165,0.305825,0.25995,0.58999,0.101942,4.20103,0.276978,,-1.40138,35.443,-18.7178,67.8357,-1.40138,-3.3,-18.44103491306305,1.8036153316497803,-0.12425,999,,,,,,,324.2,3.029906542,324.2,3.029906542,,,,,,,,,,,,,,,,,,,"Trei Cruz","sa3014420",669360
"Mario Camilletti","CHW",98,428,366,79,59,15,1,4,43,34,53,6,95,4,3,2,0,2,2,0.215847,0.123832,0.221963,0.557895,0.319249,0.295082,0.275943,0.614331,0.079235,2.75594,0.277778,,-1.27818,38.2728,-11.7938,77.3831,-1.27818,-4.7,-12.354165196418762,-3.127395510673523,-0.125375,999,,,,,,,332.4,3.391836734,332.4,3.391836734,,,,,,,,,,,,,,,,,,,"Mario Camilletti","sa3020192",680519
"Pascanel Ferreras","HOU",112,464,421,87,59,15,6,7,41,49,34,15,143,8,1,0,0,5,4,0.206651,0.0732759,0.30819,0.237762,0.278017,0.320665,0.252961,0.598682,0.114014,5.13937,0.294118,,-1.29877,32.9093,-21.3685,63.2736,-1.29877,2.4,-20.797309160232544,4.10487961769104,-0.126489,999,,,,,,,334,2.982142857,334,2.982142857,,,,,,,,,,,,,,,,,,,"Pascanel Ferreras","sa3022702",814299
"Ben Gobbel","LAA",98,397,370,83,59,13,1,10,43,47,18,8,101,7,1,1,0,7,3,0.224324,0.0453401,0.254408,0.178218,0.272727,0.345946,0.263782,0.618673,0.121622,4.49893,0.280769,,-0.414843,31.6151,-14.8252,67.5684,-0.414843,-0.8,-15.146960973739624,0.6587007641792297,-0.129516,999,,,,,,,312.1,3.184693877,312.1,3.184693877,,,,,,,,,,,,,,,,,,,"Ben Gobbel","sa3019870",806534
"Tony Kemp",,101,359,316,74,54,13,1,6,37,35,32,5,45,5,3,3,0,7,2,0.234177,0.0891365,0.125348,0.711111,0.311798,0.338608,0.284944,0.650405,0.10443,4.30224,0.253731,,-0.0887611,34.7035,-7.29162,74.9787,-0.0887611,-3.7,-10.830278187990189,-2.38092303276062,-0.129731,999,,,,,,,316.9,3.137623762,316.9,3.137623762,,,,,,,,,,,,,,,,,,,"Tony Kemp","14894",643393
"Matt Fraizer","PIT",106,424,392,90,64,17,3,6,47,42,27,5,113,3,1,1,1,10,3,0.229592,0.0636792,0.266509,0.238938,0.283688,0.334184,0.268287,0.617872,0.104592,5.9101,0.306569,,0.0825552,35.3025,-14.2962,67.6553,0.0825552,5.6,-16.316956125199795,0.9262785911560059,-0.131271,999,,,,,,,335.4,3.164150943,335.4,3.164150943,,,,,,,,,,,,,,,,,,,"Matt Fraizer","sa918983",670208
"Cristian Hernandez","CHC",127,540,491,106,76,21,3,6,60,47,44,13,150,4,1,0,1,19,5,0.215886,0.0814815,0.277778,0.293333,0.285185,0.307536,0.255531,0.592721,0.0916497,6.1468,0.297619,,0.898909,39.4166,-23.7516,64.2017,0.898909,-3,-22.21735328435898,2.952381134033203,-0.132447,999,,,,,,,403.1,3.174015748,403.1,3.174015748,,,,,,,,,,,,,,,,,,,"Cristian Hernandez","sa3015696",694183
"Adam Hackenberg","CHW",89,342,308,64,50,11,0,3,28,28,26,10,112,6,1,1,1,2,1,0.207792,0.0760234,0.327485,0.232143,0.281525,0.272727,0.23982,0.554252,0.0649351,2.53434,0.314433,,-0.573261,20.6394,-19.3671,51.9739,-0.573261,0.4,-19.366801738739014,6.683068662881851,-0.132504,999,,,,,,,207.5,2.331460674,207.5,2.331460674,,,,,,,,,,,,,,,,,,,"Adam Hackenberg","sa3017041",680753
"Zach Humphreys","LAA",79,293,259,53,40,10,0,3,33,24,29,6,75,1,2,2,0,6,3,0.204633,0.0989761,0.255973,0.386667,0.285223,0.277992,0.24748,0.563216,0.0733591,4.0439,0.273224,,-0.520134,19.4887,-14.7858,56.1015,-0.520134,-1.2,-15.23725152015686,4.182862997055054,-0.132927,999,,,,,,,188,2.379746835,188,2.379746835,,,,,,,,,,,,,,,,,,,"Zach Humphreys","sa3016853",668876
"Brandon McIlwain",,96,392,351,75,52,15,2,6,35,42,28,6,116,10,2,1,0,8,4,0.213675,0.0714286,0.295918,0.241379,0.289003,0.319088,0.266249,0.608091,0.105413,4.88159,0.298701,,-0.682989,31.9953,-13.8601,72.3842,-0.682989,3.6,-13.62809944152832,-0.7209877967834473,-0.133754,999,,,,,,,298.3,3.107291666,298.3,3.107291666,,,,,,,,,,,,,,,,,,,"Brandon McIlwain","sa3015076",666140
"Chris Okey","LAD",62,209,193,43,33,5,2,3,20,21,11,5,53,2,1,2,0,2,0,0.222798,0.0526316,0.253589,0.207547,0.270531,0.316062,0.248874,0.586594,0.0932643,5.40011,0.289855,,0.0764107,14.1359,-10.3125,58.8741,0.0764107,-1.9,-10.201938234269619,1.9396532773971558,-0.134506,999,,,,,,,144.7,2.333870967,144.7,2.333870967,,,,,,,,,,,,,,,,,,,"Chris Okey","19245",608360
"Jaden Rudd","TOR",86,328,284,50,37,9,2,2,27,27,30,2,99,11,1,2,0,8,2,0.176056,0.0914634,0.301829,0.30303,0.279141,0.242958,0.242007,0.522099,0.0669014,5.74399,0.26087,,0.190163,20.3717,-17.9971,55.371,0.190163,7.9,-16.559121638536453,4.284479856491089,-0.138453,999,,,,,,,184.9,2.15,184.9,2.15,,,,,,,,,,,,,,,,,,,"Jaden Rudd","sa3017178",701437
"Ethan Salas","SDP",112,479,440,87,56,22,2,7,39,44,32,5,128,3,4,0,0,5,2,0.197727,0.0668058,0.267223,0.25,0.254697,0.304545,0.243181,0.559243,0.106818,4.10524,0.2589,,-0.488761,30.2029,-25.8296,57.0209,-0.488761,-1,-25.10684508085251,7.799970626831055,-0.140013,999,,,,,,,297.1,2.652678571,297.1,2.652678571,,,,,,,,,,,,,,,,,,,"Ethan Salas","sa3020881",806956
"Trey Faltine","CIN",96,309,268,48,31,10,0,7,36,31,26,1,142,6,1,8,0,14,1,0.179104,0.0841424,0.459547,0.183099,0.265781,0.294776,0.252581,0.560557,0.115672,6.08997,0.341667,,1.90566,21.8214,-14.3248,53.1961,1.90566,2.6,-15.388577461242676,3.7353614568710327,-0.140789,999,,,,,,,215.4,2.24375,215.4,2.24375,,,,,,,,,,,,,,,,,,,"Trey Faltine","sa3020118",683104
"Kamren James","TBR",78,307,280,57,40,10,1,6,30,37,14,5,99,10,1,2,0,3,3,0.203571,0.0456026,0.322476,0.141414,0.265574,0.310714,0.250349,0.576288,0.107143,3.98967,0.289773,,-1.08067,21.1286,-14.7837,63.9411,-1.08067,-3.5,-13.747165560722351,2.1400647163391113,-0.14181,999,,,,,,,199.6,2.558974358,199.6,2.558974358,,,,,,,,,,,,,,,,,,,"Kamren James","sa3020201",687553
"Antonio Gomez","NYY",81,326,301,64,44,14,1,5,33,32,19,13,105,4,2,0,1,1,1,0.212625,0.0582822,0.322086,0.180952,0.266871,0.315615,0.240291,0.582486,0.10299,3.27087,0.305699,,-0.631197,19.7973,-18.3376,52.8099,-0.631197,0,-18.233705759048462,5.989123821258545,-0.142234,999,,,,,,,218.8,2.701234567,218.8,2.701234567,,,,,,,,,,,,,,,,,,,"Antonio Gomez","sa3008746",682625
"Robert Hassell III","WSN",110,486,440,99,74,16,2,7,52,43,38,9,124,4,2,2,1,11,3,0.225,0.0781893,0.255144,0.306452,0.291322,0.318182,0.264653,0.609504,0.0931818,5.21498,0.29582,,0.140492,39.0434,-17.8079,68.1602,0.140492,-1,-18.363580584526062,0.7857142686843872,-0.143926,999,,,,,,,376.5,3.422727272,376.5,3.422727272,,,,,,,,,,,,,,,,,,,"Robert Hassell III","sa3014701",690987
"Daniel Vellojin","TBR",74,282,250,46,33,8,1,4,21,22,29,5,76,1,1,1,0,1,1,0.184,0.102837,0.269504,0.381579,0.270463,0.272,0.239782,0.542463,0.088,2.79081,0.245614,,-0.662767,17.0096,-15.9782,56.5081,-0.662767,-1.3,-14.69618558883667,3.8807761669158936,-0.146116,999,,,,,,,163.2,2.205405405,163.2,2.205405405,,,,,,,,,,,,,,,,,,,"Daniel Vellojin","sa3005587",678962
"Adam Duvall",,89,317,291,58,32,13,1,12,31,39,20,3,107,4,2,0,0,1,0,0.199313,0.0630915,0.337539,0.186916,0.258675,0.37457,0.271668,0.633246,0.175258,3.42049,0.264368,,-0.218298,27.2563,-9.82572,71.3249,-0.218298,2.6,-11.088200986385345,-0.894268274307251,-0.147279,999,,,,,,,263.9,2.965168539,263.9,2.965168539,,,,,,,,,,,,,,,,,,,"Adam Duvall","10950",594807
"Nick Lorusso","NYM",86,376,333,71,46,13,2,10,37,45,37,7,88,3,3,0,0,5,2,0.213213,0.0984043,0.234043,0.420455,0.295213,0.354354,0.280154,0.649567,0.141141,4.40519,0.256303,,-0.433514,34.8974,-9.08633,81.7432,-0.433514,1.6,-8.642191469669342,-5.307701468467712,-0.147555,999,,,,,,,331.6,3.855813953,331.6,3.855813953,,,,,,,,,,,,,,,,,,,"Nick Lorusso","sa3022810",700681
"Hernán Pérez",,84,314,288,64,44,11,1,8,36,32,19,11,85,2,3,2,1,6,2,0.222222,0.0605096,0.270701,0.223529,0.272436,0.350694,0.257589,0.62313,0.128472,4.97622,0.282828,,-0.0362036,23.4403,-13.2908,56.5674,-0.0362036,3.3,-16.34444449841976,4.4537330865859985,-0.148121,999,,,,,,,252,3,252,3,,,,,,,,,,,,,,,,,,,"Hernan Perez","5751",541650
"Jacob Buchberger","STL",105,421,387,85,64,12,3,6,46,38,30,10,110,3,1,0,1,7,4,0.219638,0.0712589,0.261283,0.272727,0.280285,0.312661,0.254242,0.592947,0.0930233,5.25141,0.290441,,-0.906666,30.2937,-18.9541,62.2566,-0.906666,2.9,-19.908009111881256,4.446884274482727,-0.148865,999,,,,,,,298.4,2.841904761,298.4,2.841904761,,,,,,,,,,,,,,,,,,,"Jacob Buchberger","sa3014987",689750
"Carson Roccaforte","KCR",118,518,473,97,63,22,5,7,55,46,40,4,148,2,3,0,0,18,9,0.205074,0.0772201,0.285714,0.27027,0.26834,0.317125,0.256209,0.585464,0.112051,6.37684,0.280374,,-0.842192,38.0936,-22.501,59.5448,-0.842192,4.2,-24.82003653049469,6.103291988372803,-0.149643,999,,,,,,,363.3,3.078813559,363.3,3.078813559,,,,,,,,,,,,,,,,,,,"Carson Roccaforte","sa3022825",811287
"Spencer Nivens","KCR",102,430,387,82,48,17,2,15,49,52,38,2,120,2,3,0,1,5,4,0.211886,0.0883721,0.27907,0.316667,0.283721,0.382429,0.289301,0.66615,0.170543,4.1047,0.262745,,-1.29877,43.0748,-7.22573,82.8222,-1.29877,-1.3,-9.750446557998657,-6.039859056472778,-0.150375,999,,,,,,,392.2,3.845098039,392.2,3.845098039,,,,,,,,,,,,,,,,,,,"Spencer Nivens","sa3022697",811289
"Michael Pérez",,69,244,219,37,23,8,0,6,21,25,19,6,77,4,1,1,0,2,1,0.16895,0.0778688,0.315574,0.246753,0.246914,0.287671,0.229755,0.534585,0.118721,2.95821,0.226277,,-0.320703,12.7486,-15.7941,51.7848,-0.320703,-0.3,-13.78176000714302,4.182657420635223,-0.151326,999,,,,,,,137.8,1.997101449,137.8,1.997101449,,,,,,,,,,,,,,,,,,,"Michael Perez","12977",605421
"Patrick Winkel","MIN",81,321,295,66,45,15,0,6,25,32,23,10,100,1,2,0,0,0,0,0.223729,0.0716511,0.311526,0.23,0.280374,0.335593,0.258747,0.615967,0.111864,0.94858,0.314136,,-0.465653,24.2619,-13.2881,66.4743,-0.465653,-5.3,-12.779335469007492,0.5972661972045898,-0.152992,999,,,,,,,246.5,3.043209876,246.5,3.043209876,,,,,,,,,,,,,,,,,,,"Patrick Winkel","sa3017556",680868
"Phil Clarke","TOR",79,312,275,62,48,11,0,3,32,30,28,8,46,8,1,0,0,2,0,0.225455,0.0897436,0.147436,0.608696,0.314103,0.298182,0.269125,0.612284,0.0727273,3.19372,0.259912,,-0.199824,26.1878,-10.3093,74.4467,-0.199824,-8.3,-9.322176694869995,-2.568077564239502,-0.153839,999,,,,,,,244.1,3.089873417,244.1,3.089873417,,,,,,,,,,,,,,,,,,,"Phil Clarke","sa3011379",671287
"Nick Ahmed",,86,282,262,53,38,11,1,3,23,22,16,5,70,1,1,2,0,3,1,0.20229,0.0567376,0.248227,0.228571,0.25,0.28626,0.230339,0.53626,0.0839695,4.01565,0.263158,,-0.199628,14.8665,-18.1213,48.3775,-0.199628,3.6,-17.607662796974182,6.708465576171875,-0.155775,999,,,,,,,154.5,1.796511627,154.5,1.796511627,,,,,,,,,,,,,,,,,,,"Nick Ahmed","12147",605113
"Graysen Tarlow","STL",31,93,82,14,11,2,0,1,5,6,9,1,24,1,1,0,0,1,0,0.170732,0.0967742,0.258065,0.375,0.258065,0.231707,0.222723,0.489772,0.0609756,2.82315,0.224138,,0.0421516,4.33273,-6.54623,41.0425,0.0421516,0.2,-6.514512911438942,1.9085537940263748,-0.155843,999,,,,,,,43.5,1.403225806,43.5,1.403225806,,,,,,,,,,,,,,,,,,,"Graysen Tarlow","sa3022443",815104
"Peyton Graham","DET",63,251,222,44,32,9,0,3,27,23,22,6,66,6,1,0,0,6,1,0.198198,0.0876494,0.262948,0.333333,0.286853,0.279279,0.248983,0.566132,0.0810811,4.6955,0.266234,,0.368803,16.9987,-12.3628,60.1212,0.368803,-1.6,-11.084264039993286,1.1667548418045044,-0.160111,999,,,,,,,171.3,2.719047619,171.3,2.719047619,,,,,,,,,,,,,,,,,,,"Peyton Graham","sa3019990",689931
"Wilderd Patiño",,101,426,385,85,66,13,1,5,50,43,25,4,153,12,1,3,0,22,5,0.220779,0.0586854,0.359155,0.163399,0.288416,0.298701,0.261224,0.587117,0.0779221,6.5228,0.350877,,1.59362,33.0473,-16.7854,63.8533,1.59362,-0.5,-16.820038080215454,1.0652557611465454,-0.161997,999,,,,,,,320.2,3.170297029,320.2,3.170297029,,,,,,,,,,,,,,,,,,,"Wilderd Patino","sa3007874",679741
"Shayne Fontana",,88,331,295,66,50,9,2,5,37,34,26,5,84,7,2,1,0,8,3,0.223729,0.0785498,0.253776,0.309524,0.3,0.318644,0.271743,0.618644,0.0949153,5.53087,0.293269,,-0.230628,28.4801,-10.2397,77.5646,-0.230628,2.2,-8.7276641279459,-3.880981683731079,-0.16262,999,,,,,,,264.9,3.010227272,264.9,3.010227272,,,,,,,,,,,,,,,,,,,"Shayne Fontana","sa3010897",687833
"Edwin Ríos",,91,355,314,68,38,16,0,14,44,43,34,4,124,5,2,0,2,1,0,0.216561,0.0957747,0.349296,0.274194,0.301408,0.401274,0.303549,0.702682,0.184713,2.62512,0.303371,,-0.376147,39.6327,-1.89447,87.5011,-0.376147,-1.2,-5.682070761919022,-7.721898794174194,-0.163397,999,,,,,,,363.7,3.996703296,363.7,3.996703296,,,,,,,,,,,,,,,,,,,"Edwin Rios","18316",621458
"Jay Allen II","CIN",112,468,398,79,57,10,2,10,60,55,44,7,125,19,3,4,0,19,8,0.198492,0.0940171,0.267094,0.352,0.306034,0.309045,0.274966,0.61508,0.110553,6.27417,0.259398,,-0.331895,41.4818,-13.2639,68.2629,-0.331895,-0.8,-18.093178808689117,0.9195767045021057,-0.164081,999,,,,,,,381.5,3.40625,381.5,3.40625,,,,,,,,,,,,,,,,,,,"Jay Allen II","sa3017403",695481
"Wilmer Difo",,98,332,296,65,50,10,1,4,32,27,27,6,82,2,3,4,0,6,3,0.219595,0.0813253,0.246988,0.329268,0.286585,0.300676,0.255685,0.587261,0.0810811,4.30978,0.286385,,-0.591166,24.2751,-14.5616,63.1333,-0.591166,0.7,-14.59600019454956,1.919870674610138,-0.166146,999,,,,,,,230.3,2.35,230.3,2.35,,,,,,,,,,,,,,,,,,,"Wilmer Difo","14320",594694
"Andy Garriola","CHC",109,466,426,86,45,23,1,17,56,63,27,5,171,6,7,0,1,5,1,0.201878,0.0579399,0.366953,0.157895,0.255365,0.380282,0.269945,0.635647,0.178404,4.89965,0.281633,,0.0188468,39.4213,-15.0904,73.9035,0.0188468,2.5,-14.523334242403507,-2.6366844177246094,-0.169557,999,,,,,,,393.5,3.610091743,393.5,3.610091743,,,,,,,,,,,,,,,,,,,"Andy Garriola","sa3020458",696513
"Zac Fascia",,56,194,174,35,26,5,1,3,12,18,13,2,58,4,1,2,0,0,0,0.201149,0.0670103,0.298969,0.224138,0.270833,0.293103,0.249456,0.563937,0.091954,2.01786,0.280702,,-0.323589,13.2123,-9.48146,60.5065,-0.323589,-2.6,-9.090225219726562,0.9640800952911377,-0.171343,999,,,,,,,121.4,2.167857142,121.4,2.167857142,,,,,,,,,,,,,,,,,,,"Zac Fascia","sa3018001",659359
"Jake Thompson","MIA",73,295,266,65,42,14,2,7,33,36,20,6,76,8,1,0,0,1,1,0.244361,0.0677966,0.257627,0.263158,0.315254,0.390977,0.302874,0.706232,0.146617,3.8739,0.315217,,-0.710121,32.774,-1.73449,90.8994,-0.710121,0,-3.920464813709259,-7.587448596954346,-0.173932,999,,,,,,,298.9,4.094520547,298.9,4.094520547,,,,,,,,,,,,,,,,,,,"Jake Thompson","sa3019945",700081
"Ray-Patrick Didder",,100,396,347,62,41,13,1,7,38,43,34,7,128,13,2,0,0,13,4,0.178674,0.0858586,0.323232,0.265625,0.275253,0.282421,0.247723,0.557673,0.103746,5.46669,0.257009,,0.340688,26.4169,-19.9064,60.0778,0.340688,-0.7,-18.564077883958817,3.665079414844513,-0.176791,999,,,,,,,263.9,2.639,263.9,2.639,,,,,,,,,,,,,,,,,,,"Ray-Patrick Didder","sa736824",642720
"Caleb Ricketts","PHI",75,315,283,59,47,7,1,4,33,31,22,4,72,8,2,0,0,2,1,0.208481,0.0698413,0.228571,0.305556,0.28254,0.282686,0.251369,0.565225,0.0742049,3.90149,0.263158,,-0.581153,21.9379,-14.9102,58.2656,-0.581153,-1.7,-16.30163413286209,4.087036848068237,-0.178132,999,,,,,,,202,2.693333333,202,2.693333333,,,,,,,,,,,,,,,,,,,"Caleb Ricketts","sa3019917",681080
"Nerwilian Cedeño","SDP",117,448,406,80,54,14,5,7,46,42,29,3,143,6,1,6,1,5,5,0.197044,0.0647321,0.319196,0.202797,0.260181,0.307882,0.249909,0.568063,0.110837,5.63177,0.284047,,-1.70378,30.6741,-21.7321,61.5492,-1.70378,4,-22.30272603034973,5.646090507507324,-0.179475,999,,,,,,,277.4,2.37094017,277.4,2.37094017,,,,,,,,,,,,,,,,,,,"Nerwilian Cedeno","sa3010026",683481
"Cade Hunter","CIN",103,414,371,71,51,11,1,8,43,42,33,4,146,8,2,0,1,6,1,0.191375,0.0797101,0.352657,0.226027,0.270531,0.291105,0.249998,0.561637,0.0997305,4.84545,0.287671,,0.10046,28.3759,-20.053,51.458,0.10046,0.8,-23.930951684713364,8.405820190906525,-0.17955,999,,,,,,,271,2.631067961,271,2.631067961,,,,,,,,,,,,,,,,,,,"Cade Hunter","sa3020199",687192
"Jeisson Rosario","ATH",98,399,351,74,54,13,2,5,36,31,42,8,117,2,2,2,0,6,5,0.210826,0.105263,0.293233,0.358974,0.297229,0.301994,0.262773,0.599223,0.0911681,4.13293,0.298701,,-1.53535,31.4505,-15.2238,72.6011,-1.53535,3.4,-14.044029474258423,-0.9981479644775391,-0.179838,999,,,,,,,288.9,2.947959183,288.9,2.947959183,,,,,,,,,,,,,,,,,,,"Jeisson Rosario","sa3004146",671271
"Tommy Pham",,99,392,353,86,58,18,2,8,44,36,34,8,95,2,3,0,0,7,2,0.243626,0.0867347,0.242347,0.357895,0.311224,0.373938,0.293369,0.685162,0.130312,5.05156,0.3083,,-0.0887611,40.5518,-5.30363,85.6838,-0.0887611,-4,-6.509988099336624,-8.320987701416016,-0.182125,999,,,,,,,383.1,3.869696969,383.1,3.869696969,,,,,,,,,,,,,,,,,,,"Tommy Pham","2967",502054
"Hayden Senger","NYM",73,276,249,50,34,12,1,3,24,27,17,7,93,7,1,2,0,1,1,0.200803,0.0615942,0.336957,0.182796,0.270073,0.293173,0.242333,0.563246,0.0923695,3.41272,0.305195,,-0.60752,17.2145,-15.0714,56.2869,-0.60752,-1,-15.034705936908722,4.070546627044678,-0.18312,999,,,,,,,170.8,2.339726027,170.8,2.339726027,,,,,,,,,,,,,,,,,,,"Hayden Senger","sa3007009",663584
"Izaac Pacheco","DET",105,440,408,83,54,17,2,10,40,44,28,10,166,2,2,0,0,3,1,0.203431,0.0636364,0.377273,0.168675,0.256818,0.328431,0.247578,0.58525,0.125,4.11695,0.311966,,-0.389046,29.301,-22.1694,59.133,-0.389046,2.9,-20.96362680196762,4.516696214675903,-0.183762,999,,,,,,,304.4,2.899047619,304.4,2.899047619,,,,,,,,,,,,,,,,,,,"Izaac Pacheco","sa3016969",691789
"Chandler Seagle","ATL",62,211,194,35,25,8,0,2,18,16,9,7,81,3,1,4,0,1,1,0.180412,0.042654,0.383886,0.111111,0.227053,0.252577,0.198582,0.47963,0.0721649,2.9251,0.294643,,-0.441779,5.73034,-18.952,22.1329,-0.441779,7.4,-20.088835656642914,11.27639627456665,-0.184447,999,,,,,,,79.1,1.275806451,79.1,1.275806451,,,,,,,,,,,,,,,,,,,"Chandler Seagle","23552",676882
"Geisel Cepeda",,80,309,284,65,52,10,0,3,29,27,19,10,44,4,0,2,0,5,2,0.228873,0.0614887,0.142395,0.431818,0.286645,0.295775,0.247896,0.58242,0.0669014,3.58838,0.261603,,-0.32302,20.6564,-15.4898,58.1834,-0.32302,6.4,-15.107737809419632,2.993915557861328,-0.187258,999,,,,,,,210.1,2.62625,210.1,2.62625,,,,,,,,,,,,,,,,,,,"Geisel Cepeda","sa3020717",808206
"Luis Lara","MIL",115,515,469,104,83,16,2,3,61,46,32,10,104,11,3,0,0,24,10,0.221748,0.0621359,0.201942,0.307692,0.285437,0.283582,0.248841,0.569019,0.0618337,6.11367,0.276712,,-0.165585,34.8189,-25.4248,56.7816,-0.165585,5.9,-26.78125235438347,7.792269349098206,-0.189924,999,,,,,,,346,3.008695652,346,3.008695652,,,,,,,,,,,,,,,,,,,"Luis Lara","sa3018514",800325
"Juan Montero","BOS",51,169,148,28,17,9,1,1,14,17,13,1,54,6,2,0,0,1,1,0.189189,0.0769231,0.319527,0.240741,0.278107,0.283784,0.253032,0.56189,0.0945946,4.15109,0.284211,,-0.481241,11.996,-7.77325,55.9828,-0.481241,-1.6,-8.992904633283615,1.5047913789749146,-0.191519,999,,,,,,,106.1,2.080392156,106.1,2.080392156,,,,,,,,,,,,,,,,,,,"Juan Montero","sa3015314",695467
"Bennett Lee","DET",53,204,179,30,20,8,0,2,15,17,19,3,59,5,1,0,0,1,0,0.167598,0.0931373,0.289216,0.322034,0.264706,0.24581,0.230826,0.510516,0.0782123,2.66378,0.235294,,-0.123589,10.8345,-13.0291,47.3493,-0.123589,0,-12.413257397711277,3.747795343399048,-0.192615,999,,,,,,,104.9,1.979245283,104.9,1.979245283,,,,,,,,,,,,,,,,,,,"Bennett Lee","sa3022679",700939
"Jesus Ordonez","COL",52,181,164,37,26,9,0,2,17,18,9,7,35,4,1,3,0,1,1,0.22561,0.0497238,0.19337,0.257143,0.280899,0.317073,0.248963,0.597972,0.0914634,2.676,0.273438,,-0.457564,12.2552,-8.91788,44.131,-0.457564,1.3,-12.549922525882721,4.625249862670898,-0.195938,999,,,,,,,126.2,2.426923076,126.2,2.426923076,,,,,,,,,,,,,,,,,,,"Jesus Ordonez","sa3010603",691116
"Noelvi Marte","CIN",113,464,428,105,75,18,1,11,54,50,28,8,112,5,3,0,0,14,5,0.245327,0.0603448,0.241379,0.25,0.297414,0.369159,0.285587,0.666573,0.123832,4.95422,0.305195,,-0.0142742,45.0937,-9.18414,75.4115,-0.0142742,-5.4,-13.65733015537262,-3.6951205730438232,-0.196309,999,,,,,,,432.9,3.830973451,432.9,3.830973451,,,,,,,,,,,,,,,,,,,"Noelvi Marte","26517",682622
"Yusniel Díaz",,83,332,297,65,44,13,1,7,34,32,31,8,83,1,3,0,0,4,2,0.218855,0.0933735,0.25,0.373494,0.292169,0.340067,0.270403,0.632236,0.121212,3.89753,0.27619,,-0.546697,28.2079,-10.6288,73.6331,-0.546697,1.7,-11.014574885368347,-1.9596118927001953,-0.198113,999,,,,,,,274.2,3.303614457,274.2,3.303614457,,,,,,,,,,,,,,,,,,,"Yusniel Diaz","18905",666783
"Kyle Hayes","KCR",24,87,74,12,8,3,0,1,6,7,9,4,29,3,0,1,0,0,1,0.162162,0.103448,0.333333,0.310345,0.27907,0.243243,0.225279,0.522313,0.0810811,1.8037,0.25,,-0.531285,4.23214,-5.94496,37.7878,-0.531285,0.3,-6.724279761314392,1.8983245491981506,-0.198889,999,,,,,,,44.5,1.854166666,44.5,1.854166666,,,,,,,,,,,,,,,,,,,"Kyle Hayes","sa3018212",690469
"Ernesto Martinez Jr.","MIL",106,429,389,91,59,20,2,10,44,52,31,13,106,8,1,0,1,10,4,0.233933,0.0722611,0.247086,0.292453,0.30303,0.372751,0.285942,0.675781,0.138817,4.87612,0.29562,,-0.290882,41.8147,-8.36886,81.7527,-0.290882,1.3,-9.651774764060974,-6.581393480300903,-0.201086,999,,,,,,,408.8,3.856603773,408.8,3.856603773,,,,,,,,,,,,,,,,,,,"Ernesto Martinez Jr.","sa3003173",667803
"Blake Robertson","TBR",42,166,152,31,19,7,1,4,17,18,11,2,64,2,1,0,0,3,0,0.203947,0.0662651,0.385542,0.171875,0.26506,0.342105,0.261979,0.607166,0.138158,6.02168,0.317647,,0.363227,12.9785,-6.43987,72.1221,0.363227,0.5,-4.931860476732254,-2.5496766567230225,-0.201168,999,,,,,,,129.9,3.092857142,129.9,3.092857142,,,,,,,,,,,,,,,,,,,"Blake Robertson","sa3020200",687545
"Edgar Alvarez","CHC",30,121,109,22,16,4,0,2,8,11,11,1,49,1,0,0,1,1,1,0.201835,0.0909091,0.404959,0.22449,0.280992,0.293578,0.256966,0.57457,0.0917431,1.90892,0.344828,,-0.418102,8.97199,-5.18235,65.1676,-0.418102,1.7,-5.458094626665115,-0.5229570865631104,-0.20156,999,,,,,,,79.7,2.656666666,79.7,2.656666666,,,,,,,,,,,,,,,,,,,"Edgar Alvarez","sa3025269",827294
