Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Kyle Teel","CHW",113,498,442,108,79,19,0,10,66,48,49,6,119,4,3,0,1,7,3,0.244344,0.0983936,0.238956,0.411765,0.323293,0.355204,0.297762,0.678497,0.11086,3.75546,0.310127,,-0.809464,53.2782,-4.97683,92.7316,-0.809464,-0.1,-4.951098918914795,9.049029730260372,2.13775,999,,,,,,,475.8,4.210619469,475.8,4.210619469,,,,,,,,,,,,,,,,,,,"Kyle Teel","sa3022886",691019
"Jake Meyers","HOU",123,431,387,92,61,18,2,11,48,51,32,8,104,7,3,2,0,8,2,0.237726,0.0742459,0.241299,0.307692,0.305361,0.379845,0.293754,0.685206,0.142119,4.9712,0.294545,,0.0638843,44.7198,-5.69779,91.9684,0.0638843,8.6,-3.8969534933567047,10.183627605438232,2.13313,999,,,,,,,421.8,3.429268292,421.8,3.429268292,,,,,,,,,,,,,,,,,,,"Jake Meyers","20308",676694
"Brandon Marsh","PHI",131,471,415,104,67,20,4,13,56,59,48,4,141,3,4,1,1,13,3,0.250602,0.101911,0.299363,0.340426,0.329787,0.412048,0.321138,0.741835,0.161446,5.96236,0.343396,,0.485245,59.2512,4.15453,105.225,0.485245,6.7,3.42816224694252,1.5082006454467773,2.1297,999,,,,,,,539.7,4.119847328,539.7,4.119847328,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Ryan McMahon","COL",139,567,502,123,77,26,1,19,66,65,59,11,159,3,3,0,2,4,4,0.24502,0.104056,0.280423,0.371069,0.326279,0.414343,0.317048,0.740621,0.169323,2.8817,0.318043,,-1.83026,69.4613,3.13469,89.9566,-1.83026,8.2,-8.639936685562134,10.28333306312561,2.11978,999,,,,,,,628.9,4.524460431,628.9,4.524460431,,,,,,,,,,,,,,,,,,,"Ryan McMahon","15112",641857
"Evan Carter","TEX",109,454,394,96,61,18,4,13,65,56,51,2,112,7,2,0,1,10,3,0.243655,0.112335,0.246696,0.455357,0.339207,0.408629,0.327827,0.747836,0.164975,6.1202,0.306273,,-0.138433,59.5566,6.4486,114.408,-0.138433,3,7.34617555141449,-2.0044093132019043,2.11472,999,,,,,,,525.4,4.820183486,525.4,4.820183486,,,,,,,,,,,,,,,,,,,"Evan Carter","27790",694497
"Alec Bohm","PHI",143,597,544,151,101,33,2,15,67,79,41,18,90,5,7,0,1,4,2,0.277574,0.0686767,0.150754,0.455556,0.329983,0.428309,0.317486,0.758292,0.150735,3.38908,0.304933,,-1.02814,73.347,3.51105,102.767,-1.02814,-2.6,0.9471759796142578,-0.40643739700317383,2.10908,999,,,,,,,689.7,4.823076923,689.7,4.823076923,,,,,,,,,,,,,,,,,,,"Alec Bohm","21618",664761
"DaShawn Keirsey Jr.","MIN",114,477,434,109,76,19,5,9,52,52,33,9,126,6,4,0,0,21,4,0.251152,0.0691824,0.264151,0.261905,0.310273,0.380184,0.295087,0.690457,0.129032,6.93153,0.330033,,1.74338,50.0045,-5.79403,92.037,1.74338,5.3,-2.602738857269287,7.052645683288574,2.1018,999,,,,,,,490.3,4.300877192,490.3,4.300877192,,,,,,,,,,,,,,,,,,,"DaShawn Keirsey Jr.","24496",680577
"Eguy Rosario","SDP",121,487,438,102,59,25,2,16,58,64,40,9,123,5,3,1,1,12,6,0.232877,0.0821355,0.252567,0.325203,0.302469,0.408676,0.302557,0.711145,0.175799,5.02891,0.284768,,-0.779819,53.9807,-2.98759,96.985,-0.779819,4.8,-2.5356411933898926,6.589388728141785,2.09358,999,,,,,,,508.5,4.202479338,508.5,4.202479338,,,,,,,,,,,,,,,,,,,"Eguy Rosario","19964",666703
"Victor Robles","SEA",109,362,314,80,55,18,1,6,46,33,27,4,75,12,2,7,0,23,3,0.254777,0.0745856,0.207182,0.36,0.335211,0.375796,0.311835,0.711007,0.121019,6.71574,0.314894,,2.67466,42.8285,0.482409,109.521,2.67466,0.2,6.618330001831055,1.53009994328022,2.08785,999,,,,,,,400.6,3.675229357,400.6,3.675229357,,,,,,,,,,,,,,,,,,,"Victor Robles","18363",645302
"Nolan Arenado","STL",125,526,479,124,83,25,1,15,53,66,38,14,79,4,5,0,2,2,2,0.258873,0.0722433,0.15019,0.481013,0.315589,0.409186,0.305268,0.724775,0.150313,2.42379,0.279487,,-1.28607,59.4513,-2.0792,96.6005,-1.28607,4,-3.4243084192276,5.932686686515808,2.06811,999,,,,,,,558.8,4.4704,558.8,4.4704,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
"Oswald Peraza","NYY",113,487,439,104,71,17,1,15,62,61,36,8,112,9,2,1,1,18,6,0.236902,0.073922,0.229979,0.321429,0.306584,0.382688,0.297152,0.689272,0.145786,5.3588,0.283439,,0.31758,51.862,-5.1063,92.8069,0.31758,2.1,-3.690612554550171,7.468165874481201,2.06679,999,,,,,,,491.8,4.352212389,491.8,4.352212389,,,,,,,,,,,,,,,,,,,"Oswald Peraza","22823",672724
"Spencer Horwitz","PIT",138,585,505,137,90,34,1,12,70,63,68,14,99,8,4,0,2,3,2,0.271287,0.116239,0.169231,0.686869,0.364103,0.413861,0.33479,0.777964,0.142574,2.89385,0.31407,,-1.40966,80.02,11.5878,112.416,-1.40966,4,7.276111841201782,-6.747354507446289,2.06657,999,,,,,,,707.4,5.126086956,707.4,5.126086956,,,,,,,,,,,,,,,,,,,"Spencer Horwitz","26477",687462
"JJ Bleday","ATH",144,584,512,115,62,30,2,21,69,67,66,7,123,3,2,1,1,3,2,0.224609,0.113014,0.210616,0.536585,0.315609,0.414062,0.314827,0.729671,0.189453,3.21151,0.254054,,-1.18867,70.4999,2.18474,109.217,-1.18867,-6.6,4.9700764417648315,-4.454203367233276,2.06388,999,,,,,,,634.9,4.409027777,634.9,4.409027777,,,,,,,,,,,,,,,,,,,"JJ Bleday","26368",668709
"Thayron Liranzo","DET",107,467,412,89,51,21,1,16,57,48,53,13,132,2,0,0,1,1,0,0.216019,0.11349,0.282655,0.401515,0.308351,0.38835,0.296696,0.696701,0.17233,2.84488,0.276515,,-0.533995,49.5608,-5.06793,93.6834,-0.533995,-0.3,-3.9092684984207153,8.279511630535126,2.05914,999,,,,,,,470.3,4.395327102,470.3,4.395327102,,,,,,,,,,,,,,,,,,,"Thayron Liranzo","sa3015790",699073
"Brett Baty","NYM",121,489,437,106,71,17,0,18,59,63,45,10,123,5,1,1,1,2,1,0.242563,0.0920245,0.251534,0.365854,0.319672,0.405034,0.310754,0.724706,0.162471,2.42917,0.296296,,-0.881065,57.4287,0.226423,102.339,-0.881065,1.3,0.4867780804634094,3.0967371463775635,2.05189,999,,,,,,,526.1,4.347933884,526.1,4.347933884,,,,,,,,,,,,,,,,,,,"Brett Baty","26123",683146
"Agustin Ramirez","MIA",119,514,463,115,72,24,1,18,66,64,43,13,103,5,3,0,1,10,2,0.24838,0.0836576,0.200389,0.417476,0.317121,0.421166,0.312071,0.738287,0.172786,4.66385,0.281159,,0.345498,60.9095,0.782775,97.0899,0.345498,-5.4,-1.4432108998298645,4.042974948883057,2.03627,999,,,,,,,582.9,4.898319327,582.9,4.898319327,,,,,,,,,,,,,,,,,,,"Agustin Ramirez","sa3009276",682663
"J.T. Realmuto","PHI",97,395,358,89,57,18,2,12,46,46,28,6,100,7,2,0,1,6,2,0.248603,0.0708861,0.253165,0.28,0.313924,0.410615,0.310578,0.724539,0.162011,4.90706,0.310484,,-0.288761,46.3332,0.126888,98.1174,-0.288761,0.4,-1.1779805421829224,7.656760603189468,2.02762,999,,,,,,,427.6,4.408247422,427.6,4.408247422,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
"Travis Bazzana","CLE",118,530,470,103,67,23,0,13,70,62,50,0,160,10,0,0,0,9,2,0.219149,0.0943396,0.301887,0.3125,0.307547,0.351064,0.294774,0.658611,0.131915,4.40463,0.30303,,-0.0123504,55.427,-6.57138,92.3841,-0.0123504,4.6,-4.630854956805706,6.547383785247803,2.02263,999,,,,,,,487.2,4.128813559,487.2,4.128813559,,,,,,,,,,,,,,,,,,,"Travis Bazzana","sa3025129",683953
"Xander Bogaerts","SDP",121,507,457,118,84,21,1,12,57,52,40,13,92,4,6,0,0,9,2,0.258206,0.0788955,0.18146,0.434783,0.319527,0.387309,0.299756,0.706835,0.129103,4.27479,0.295265,,0.0823586,55.0547,-4.25316,95.0999,0.0823586,3.7,-2.8884434327483177,5.562874794006348,2.01991,999,,,,,,,526.7,4.352892561,526.7,4.352892561,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Bryan Reynolds","PIT",143,616,549,144,95,26,3,20,71,78,55,10,132,9,3,0,4,7,1,0.262295,0.0892857,0.214286,0.416667,0.337662,0.429872,0.329427,0.767535,0.167577,4.29921,0.31,,-0.180977,81.6014,9.54294,108.807,-0.180977,-0.5,6.306156665086746,-7.290123462677002,2.01696,999,,,,,,,740.4,5.177622377,740.4,5.177622377,,,,,,,,,,,,,,,,,,,"Bryan Reynolds","19326",668804
"Jonathan Aranda","TBR",111,445,388,100,66,18,1,15,60,60,44,7,109,9,4,0,1,1,1,0.257732,0.0988764,0.244944,0.40367,0.34382,0.425258,0.331248,0.769078,0.167526,2.77898,0.317164,,-1.08896,59.6013,7.54608,120.847,-1.08896,3.3,9.525962948799133,-4.875337839126587,2.01236,999,,,,,,,529,4.765765765,529,4.765765765,,,,,,,,,,,,,,,,,,,"Jonathan Aranda","21837",666018
"Connor Norby","MIA",135,612,554,143,90,30,2,21,92,77,49,13,163,5,4,0,0,9,5,0.258123,0.0800654,0.26634,0.300613,0.321895,0.433213,0.319898,0.755108,0.17509,4.70588,0.326203,,-1.25894,76.3777,4.78711,102.358,-1.25894,-3.7,0.4664034843444824,-1.4513227939605713,2.0031,999,,,,,,,707.7,5.242222222,707.7,5.242222222,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Andrés Chaparro","WSN",128,550,498,121,75,26,1,19,64,69,42,14,115,7,3,0,2,2,1,0.242972,0.0763636,0.209091,0.365217,0.309091,0.413655,0.305249,0.722746,0.170683,2.92214,0.277929,,-0.873173,62.1555,-2.18243,95.4838,-0.873173,2.7,-3.8434582948684692,4.720870018005371,1.98221,999,,,,,,,587.3,4.58828125,587.3,4.58828125,,,,,,,,,,,,,,,,,,,"Andres Chaparro","21797",665953
"Juan Brito","CLE",138,620,542,128,80,33,1,14,76,70,64,9,111,7,4,3,1,7,5,0.236162,0.103226,0.179032,0.576577,0.322528,0.378229,0.304542,0.700757,0.142066,3.7086,0.270784,,-1.74576,69.7135,-2.81293,99.2551,-1.74576,-1.5,-2.274193584918976,0.7780716419219971,1.98003,999,,,,,,,620.1,4.49347826,620.1,4.49347826,,,,,,,,,,,,,,,,,,,"Juan Brito","sa3009808",682877
"Willson Contreras","STL",96,389,334,77,47,17,0,13,44,45,41,10,101,13,1,0,1,3,2,0.230539,0.105398,0.25964,0.405941,0.336761,0.398204,0.316983,0.734964,0.167665,2.66372,0.289593,,-0.928223,47.6347,2.13019,104.486,-0.928223,-2.1,1.1583088636398315,5.046531677246094,1.97869,999,,,,,,,430.8,4.4875,430.8,4.4875,,,,,,,,,,,,,,,,,,,"Willson Contreras","11609",575929
"Leo Jiménez","TOR",112,444,381,90,61,19,1,9,56,55,36,10,91,24,3,0,0,3,1,0.23622,0.0810811,0.204955,0.395604,0.337838,0.362205,0.306123,0.700043,0.125984,3.95407,0.285211,,-0.681065,50.4887,-1.44958,100.472,-0.681065,-0.1,-0.4414614737033844,4.794179819524288,1.97815,999,,,,,,,451.3,4.029464285,451.3,4.029464285,,,,,,,,,,,,,,,,,,,"Leo Jimenez","23782",677870
"Heliot Ramos","SFG",140,588,535,137,87,25,3,22,73,80,45,13,148,5,3,0,1,6,3,0.256075,0.0765306,0.251701,0.304054,0.318027,0.437383,0.319277,0.75541,0.181308,4.36816,0.3125,,-0.99368,73.0888,4.30569,106.529,-0.99368,2.4,3.597023904323578,-4.081481456756592,1.97225,999,,,,,,,681.6,4.868571428,681.6,4.868571428,,,,,,,,,,,,,,,,,,,"Heliot Ramos","22515",671218
"Trent Grisham","NYY",123,424,366,77,41,20,1,15,49,50,48,6,110,5,2,3,1,6,2,0.210383,0.113208,0.259434,0.436364,0.308789,0.393443,0.303898,0.702231,0.18306,4.26352,0.255144,,-0.304546,47.4552,-2.14355,97.5523,-0.304546,4.8,-1.492041677236557,6.357907295227051,1.96229,999,,,,,,,434.7,3.534146341,434.7,3.534146341,,,,,,,,,,,,,,,,,,,"Trent Grisham","18564",663757
"Luis García Jr.","WSN",143,559,523,140,95,26,3,16,65,69,32,12,86,0,4,0,2,13,4,0.267686,0.0572451,0.153846,0.372093,0.307692,0.42065,0.306626,0.728342,0.152964,5.00235,0.291765,,0.0723458,63.792,-1.59874,96.4104,0.0723458,0.5,-2.3271321281790733,2.553938865661621,1.94597,999,,,,,,,613.4,4.289510489,613.4,4.289510489,,,,,,,,,,,,,,,,,,,"Luis Garcia Jr.","20391",671277
"Max Clark","DET",118,540,488,114,77,21,6,10,71,53,44,2,119,3,3,2,1,16,3,0.233607,0.0814815,0.22037,0.369748,0.299257,0.362705,0.289878,0.661961,0.129098,7.06189,0.287293,,1.02211,54.3449,-8.82325,88.8877,1.02211,4.7,-5.843893885612488,6.6841267347335815,1.9459,999,,,,,,,502.5,4.258474576,502.5,4.258474576,,,,,,,,,,,,,,,,,,,"Max Clark","sa3022683",703601
"Brayan Rocchio","CLE",137,537,477,116,79,26,2,9,68,55,46,12,100,8,4,2,1,10,6,0.243187,0.0856611,0.18622,0.46,0.317757,0.362683,0.292713,0.68044,0.119497,4.66153,0.287634,,-1.38502,55.2683,-7.54889,90.9345,-1.38502,1.9,-6.9552401304244995,7.8193119764328,1.93803,999,,,,,,,508.2,3.709489051,508.2,3.709489051,,,,,,,,,,,,,,,,,,,"Brayan Rocchio","23690",677587
"Drake Baldwin","ATL",106,465,413,98,62,21,1,14,51,60,44,10,118,7,1,0,1,0,0,0.237288,0.0946237,0.253763,0.372881,0.32043,0.394673,0.307177,0.715103,0.157385,1.8245,0.297872,,-0.812919,53.2714,-1.12343,95.2251,-0.812919,-2,-3.468030571937561,6.542769432067871,1.9168,999,,,,,,,487,4.594339622,487,4.594339622,,,,,,,,,,,,,,,,,,,"Drake Baldwin","sa3019920",686948
"Alec Burleson","STL",142,546,501,139,96,23,2,18,64,73,35,13,73,4,5,1,0,6,2,0.277445,0.0641026,0.1337,0.479452,0.326605,0.439122,0.322577,0.765727,0.161677,3.8881,0.291566,,-0.572888,69.3183,5.44831,108.251,-0.572888,1.5,4.814147055149078,-4.518518447875977,1.90836,999,,,,,,,647.5,4.559859154,647.5,4.559859154,,,,,,,,,,,,,,,,,,,"Alec Burleson","27615",676475
"Tyler Stephenson","CIN",130,462,410,105,69,21,1,14,57,58,43,11,105,6,3,0,2,1,0,0.256098,0.0930736,0.227273,0.409524,0.333333,0.414634,0.318934,0.747967,0.158537,2.80805,0.309524,,-0.644489,57.2993,3.25546,97.8565,-0.644489,-3.6,-1.8287194967269897,4.887654781341553,1.90485,999,,,,,,,525.1,4.039230769,525.1,4.039230769,,,,,,,,,,,,,,,,,,,"Tyler Stephenson","17988",663886
"Estevan Florial",,107,433,383,87,52,20,2,13,57,48,44,4,144,3,2,1,1,18,6,0.227154,0.101617,0.332564,0.305556,0.310185,0.391645,0.30488,0.70183,0.164491,6.21176,0.324561,,0.420181,48.8046,-1.8469,99.4925,0.420181,8.5,0.16873988509178162,3.727072238922119,1.89309,999,,,,,,,454.2,4.244859813,454.2,4.244859813,,,,,,,,,,,,,,,,,,,"Estevan Florial","19151",664314
"Edgar Quero","CHW",106,453,402,98,69,16,0,13,42,56,39,13,84,8,4,0,0,1,1,0.243781,0.0860927,0.18543,0.464286,0.320088,0.380597,0.298257,0.700685,0.136816,1.56361,0.275081,,-1.01793,48.6442,-4.34682,93.0795,-1.01793,-0.6,-4.605019927024841,7.722310423851013,1.88154,999,,,,,,,455.5,4.297169811,455.5,4.297169811,,,,,,,,,,,,,,,,,,,"Edgar Quero","sa3015239",700337
"Samuel Basallo","BAL",135,568,523,131,88,25,2,16,66,70,40,11,127,2,2,1,1,5,3,0.250478,0.0704225,0.223592,0.314961,0.305115,0.397706,0.299191,0.70282,0.147228,3.71402,0.301047,,-1.15422,61.4205,-5.02309,96.8723,-1.15422,-8,-3.1869163513183594,2.4350385665893555,1.87787,999,,,,,,,572,4.237037037,572,4.237037037,,,,,,,,,,,,,,,,,,,"Samuel Basallo","sa3015716",694212
"Jose Siri","NYM",115,407,371,80,45,17,2,16,55,55,27,5,147,5,3,1,0,12,5,0.215633,0.0663391,0.361179,0.183673,0.275862,0.401617,0.288623,0.677479,0.185984,6.26566,0.303318,,-0.193286,40.5489,-7.06115,87.4436,-0.193286,9.4,-6.304422378540039,10.895443439483643,1.87393,999,,,,,,,392.9,3.416521739,392.9,3.416521739,,,,,,,,,,,,,,,,,,,"Jose Siri","17452",642350
"José Caballero","TBR",123,411,363,82,54,18,1,9,49,41,31,3,102,12,3,2,1,34,11,0.225895,0.0754258,0.248175,0.303922,0.305623,0.355372,0.291051,0.660995,0.129477,6.64919,0.286275,,1.60304,41.7505,-6.32745,92.5722,1.60304,1.8,-1.8900411128997803,6.33042311668396,1.87359,999,,,,,,,401.5,3.264227642,401.5,3.264227642,,,,,,,,,,,,,,,,,,,"Jose Caballero","23401",676609
"Taylor Trammell","HOU",109,417,362,81,45,19,1,16,53,56,46,3,123,5,3,1,1,10,4,0.223757,0.110312,0.294964,0.373984,0.317308,0.414365,0.317503,0.731672,0.190608,4.81218,0.287611,,-0.354021,51.238,2.4581,108.674,-0.354021,5,3.784613788127899,0.4034390449523926,1.86819,999,,,,,,,463.6,4.253211009,463.6,4.253211009,,,,,,,,,,,,,,,,,,,"Taylor Trammell","19960",666211
"Jordan Lawlar","ARI",97,422,376,88,60,17,3,8,53,47,34,4,100,8,3,1,0,15,5,0.234043,0.0805687,0.236967,0.34,0.308789,0.359043,0.292159,0.667831,0.125,6.42201,0.295203,,0.201511,43.2442,-6.12054,84.6748,0.201511,6.8,-7.532034695148468,11.45167589187622,1.85618,999,,,,,,,398.9,4.112371134,398.9,4.112371134,,,,,,,,,,,,,,,,,,,"Jordan Lawlar","29976",691783
"Sal Frelick","MIL",128,534,485,129,95,23,5,6,68,51,40,8,76,6,2,1,1,15,4,0.265979,0.0749064,0.142322,0.526316,0.32833,0.371134,0.303305,0.699464,0.105155,6.09392,0.303704,,0.330282,59.512,-2.95428,93.4398,0.330282,9.8,-3.8588323295116425,3.913756847381592,1.84223,999,,,,,,,544.3,4.25234375,544.3,4.25234375,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
"Jesús Sánchez","MIA",136,491,444,115,71,23,2,19,58,64,41,12,123,4,1,1,2,8,1,0.259009,0.0835031,0.250509,0.333333,0.326531,0.448198,0.327284,0.774729,0.189189,4.71588,0.316832,,0.374182,64.1958,6.75961,107.329,0.374182,2.2,4.677370965480804,-3.2122576236724854,1.83999,999,,,,,,,604.1,4.441911764,604.1,4.441911764,,,,,,,,,,,,,,,,,,,"Jesus Sanchez","19913",660821
"Iván Herrera","STL",97,393,341,84,58,16,2,8,47,43,44,8,83,5,3,0,0,5,1,0.246334,0.111959,0.211196,0.53012,0.338422,0.375367,0.309602,0.713789,0.129032,4.81248,0.300395,,-0.186356,45.7898,-0.182561,99.5177,-0.186356,-2.1,-0.4130227267742157,5.1200175285339355,1.83775,999,,,,,,,416.1,4.289690721,416.1,4.289690721,,,,,,,,,,,,,,,,,,,"Ivan Herrera","20599",671056
"Owen Caissie","CHC",134,584,518,129,85,26,2,16,62,71,57,5,183,5,3,1,2,7,4,0.249035,0.0976027,0.313356,0.311475,0.327616,0.399614,0.316558,0.72723,0.150579,3.84463,0.350932,,-1.34075,71.3134,2.99822,105.277,-1.34075,2.4,2.3445650339126587,-4.037389755249023,1.83369,999,,,,,,,629.7,4.699253731,629.7,4.699253731,,,,,,,,,,,,,,,,,,,"Owen Caissie","sa3014465",683357
"Denzel Clarke","ATH",108,456,413,92,57,18,5,12,58,57,33,5,157,8,2,0,0,17,5,0.22276,0.0723684,0.344298,0.210191,0.291667,0.377724,0.289223,0.669391,0.154964,7.46356,0.325203,,0.640973,45.6508,-7.69118,91.2063,0.640973,4.6,-3.9472187757492065,6.275484919548035,1.81038,999,,,,,,,437,4.046296296,437,4.046296296,,,,,,,,,,,,,,,,,,,"Denzel Clarke","sa3017426",672016
"Christian Yelich","MIL",106,459,396,102,69,18,2,13,65,51,58,7,104,3,1,1,4,17,2,0.257576,0.126362,0.22658,0.557692,0.355895,0.411616,0.333812,0.767511,0.15404,5.92848,0.317857,,1.61922,62.4236,8.73063,113.973,1.61922,-2,9.288441181182861,-7.059523582458496,1.80881,999,,,,,,,570.7,5.383962264,570.7,5.383962264,,,,,,,,,,,,,,,,,,,"Christian Yelich","11477",592885
"Nathaniel Lowe","WSN",145,591,522,142,103,20,2,17,64,66,63,10,122,4,2,0,1,2,1,0.272031,0.106599,0.20643,0.516393,0.353638,0.415709,0.332759,0.769347,0.143678,2.67141,0.324675,,-1.26779,79.8747,10.7407,114,-1.26779,0,8.626323342323303,-10.857583999633789,1.80216,999,,,,,,,704.4,4.857931034,704.4,4.857931034,,,,,,,,,,,,,,,,,,,"Nathaniel Lowe","19566",663993
"Alek Thomas","ARI",123,459,421,109,71,22,5,11,61,56,30,8,85,3,3,2,1,9,3,0.258907,0.0653595,0.185185,0.352941,0.310722,0.413302,0.307385,0.724024,0.154394,6.05155,0.298781,,-0.172692,52.6608,-1.03211,94.9232,-0.172692,3.4,-2.9592336863279343,5.08650803565979,1.79832,999,,,,,,,492.8,4.006504065,492.8,4.006504065,,,,,,,,,,,,,,,,,,,"Alek Thomas","23792",677950
"Alan Roden","TOR",118,518,457,116,81,23,2,10,63,64,46,7,80,12,3,0,2,9,1,0.253829,0.0888031,0.15444,0.575,0.335907,0.378556,0.312065,0.714463,0.124726,4.91854,0.286486,,0.353194,61.3809,0.786238,104.652,0.353194,2.7,3.11014187335968,-3.0098764896392822,1.79373,999,,,,,,,553,4.686440677,553,4.686440677,,,,,,,,,,,,,,,,,,,"Alan Roden","sa3020212",702176
"Leonardo Bernal","STL",112,453,413,96,69,17,2,8,45,45,36,6,105,2,2,0,0,4,4,0.232446,0.0794702,0.231788,0.342857,0.295806,0.341404,0.27708,0.63721,0.108959,3.58365,0.291391,,-1.61716,40.923,-12.0681,77.628,-1.61716,7.6,-13.736076831817627,15.92231035232544,1.78377,999,,,,,,,370.9,3.311607142,370.9,3.311607142,,,,,,,,,,,,,,,,,,,"Leonardo Bernal","sa3015773",699024
"Ryan Ritter","COL",109,462,408,104,69,21,2,12,64,63,34,4,124,13,2,5,1,11,1,0.254902,0.0735931,0.268398,0.274194,0.330416,0.404412,0.320073,0.734828,0.14951,6.00031,0.335766,,0.911042,57.7228,3.67894,91.9924,0.911042,0.3,-3.512834906578064,5.39259272813797,1.78307,999,,,,,,,518.6,4.757798165,518.6,4.757798165,,,,,,,,,,,,,,,,,,,"Ryan Ritter","sa3020206",690022
"Kody Huff","CLE",98,384,345,78,55,16,1,6,38,37,32,9,101,5,1,1,0,3,0,0.226087,0.0833333,0.263021,0.316832,0.300261,0.330435,0.27247,0.630696,0.104348,4.00004,0.301255,,-0.055071,33.265,-11.6546,76.6949,-0.055071,7.7,-10.294769458472729,14.754673480987549,1.78265,999,,,,,,,317,3.234693877,317,3.234693877,,,,,,,,,,,,,,,,,,,"Kody Huff","sa3019982",687627
"Michael Massey","KCR",119,461,424,110,69,25,2,14,54,59,25,6,85,5,5,2,1,4,1,0.259434,0.0542299,0.184382,0.294118,0.305011,0.426887,0.310746,0.731898,0.167453,4.30238,0.290909,,-0.339002,54.1373,0.210417,97.9072,-0.339002,1.6,-1.4429070055484772,3.293856620788574,1.7783,999,,,,,,,502.3,4.221008403,502.3,4.221008403,,,,,,,,,,,,,,,,,,,"Michael Massey","27684",686681
"Jake Burger","TEX",136,549,504,121,67,25,1,28,65,86,31,11,145,10,4,0,1,1,1,0.240079,0.0564663,0.264117,0.213793,0.295082,0.460317,0.316727,0.755399,0.220238,2.47796,0.277612,,-0.970571,67.1145,2.89349,106.601,-0.970571,-6.3,3.1757155656814575,-4.282804489135742,1.77577,999,,,,,,,637.1,4.684558823,637.1,4.684558823,,,,,,,,,,,,,,,,,,,"Jake Burger","22275",669394
"Yandy Díaz","TBR",124,522,463,129,92,25,0,12,57,59,52,11,79,5,2,0,1,0,1,0.278618,0.0996169,0.151341,0.658228,0.356322,0.410367,0.330586,0.766689,0.131749,1.33682,0.312834,,-1.49416,69.6361,8.57351,120.381,-1.49416,-1.3,10.679203987121582,-10.889946699142456,1.77539,999,,,,,,,612.9,4.942741935,612.9,4.942741935,,,,,,,,,,,,,,,,,,,"Yandy Diaz","16578",650490
"Jonah Bride","MIA",124,498,422,101,67,21,1,12,53,57,60,13,93,9,6,1,0,1,1,0.239336,0.120482,0.186747,0.645161,0.342052,0.379147,0.310897,0.721199,0.13981,2.2773,0.275542,,-1.17577,58.5428,0.287727,96.2995,-1.17577,2.1,-3.3794844150543213,3.929805874824524,1.76958,999,,,,,,,529.1,4.266935483,529.1,4.266935483,,,,,,,,,,,,,,,,,,,"Jonah Bride","24703",681146
"Jung Hoo Lee","SFG",104,458,418,116,84,22,3,7,47,49,33,5,33,3,1,3,2,2,5,0.277512,0.0720524,0.0720524,1,0.334066,0.394737,0.316077,0.728803,0.117225,3.00913,0.287599,,-2.53266,55.7502,2.17422,104.375,-2.53266,0.3,-0.13644194602966309,1.9828336834907532,1.76587,999,,,,,,,476.1,4.577884615,476.1,4.577884615,,,,,,,,,,,,,,,,,,,"Jung Hoo Lee","33824",808982
"Joey Loperfido","TOR",116,471,424,100,59,22,3,16,61,63,35,10,144,8,3,1,2,11,3,0.235849,0.07431,0.305732,0.243056,0.304255,0.415094,0.304722,0.71935,0.179245,6.04198,0.314607,,0.258878,53.0279,-2.06877,99.4863,0.258878,6.6,-0.01798763871192932,1.408200740814209,1.76515,999,,,,,,,508.8,4.386206896,508.8,4.386206896,,,,,,,,,,,,,,,,,,,"Joey Loperfido","29630",694388
"Lane Thomas","CLE",135,542,485,117,72,26,2,17,69,66,46,6,138,6,5,0,1,19,8,0.241237,0.0848708,0.254613,0.333333,0.311808,0.408247,0.309717,0.720056,0.16701,5.56688,0.298507,,-0.371357,63.2006,-0.201528,102.895,-0.371357,-4.4,1.4242059290409088,-2.408524513244629,1.76435,999,,,,,,,586.5,4.344444444,586.5,4.344444444,,,,,,,,,,,,,,,,,,,"Lane Thomas","16939",657041
"Jonah Heim","TEX",113,418,385,88,58,16,2,12,41,52,29,9,78,2,2,0,0,1,0,0.228571,0.069378,0.186603,0.371795,0.284689,0.374026,0.279238,0.658715,0.145455,3.11313,0.255892,,-0.431394,38.4874,-10.4094,80.2301,-0.431394,5.3,-9.886950671672821,12.979306697845459,1.75847,999,,,,,,,373.3,3.303539823,373.3,3.303539823,,,,,,,,,,,,,,,,,,,"Jonah Heim","16930",641680
